index_seg,MONTH,YEAR,MOTOR VEHICLE THEFT,ROBBERY,ASSAULT W/DANGEROUS WEAPON,THEFT/OTHER,THEFT F/AUTO,BURGLARY,ARSON,SEX ABUSE,HOMICIDE
5170,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,2.0,,,
4663,10.0,2016.0,,1.0,,1.0,1.0,1.0,,,
12575,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,1.0,
5816,12.0,2016.0,,1.0,,1.0,1.0,,,,
5379,8.0,2015.0,,1.0,,1.0,,2.0,,1.0,
3804,11.0,2016.0,1.0,,,1.0,,,,,
9223,9.0,2014.0,,,,1.0,1.0,,,,
9206,12.0,2016.0,,2.0,1.0,1.0,1.0,,,,
9647,12.0,2014.0,,,1.0,1.0,1.0,1.0,,,
3304,8.0,2015.0,,1.0,,2.0,1.0,,,,
969,9.0,2014.0,,,1.0,,1.0,,,,
3795,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,1.0,
7722,11.0,2015.0,,,,,1.0,,,,
10007,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
2365,10.0,2016.0,1.0,,,,1.0,1.0,,,
3714,6.0,2015.0,,,,1.0,1.0,,,,
9907,12.0,2016.0,,,1.0,,1.0,,,,
3584,11.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,1.0
1667,7.0,2014.0,,,,1.0,,,,,
8490,7.0,2014.0,1.0,,,,1.0,,,,
722,12.0,2015.0,1.0,1.0,,1.0,4.0,1.0,,,
6090,12.0,2014.0,1.0,,,,1.0,1.0,,,
2264,12.0,2015.0,1.0,1.0,1.0,1.0,4.0,1.0,,,
9124,11.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
380,7.0,2015.0,,1.0,,1.0,1.0,,,,
8008,12.0,2014.0,,,,1.0,1.0,1.0,,,
2962,6.0,2015.0,,1.0,,,,,,,
10123,12.0,2016.0,1.0,,1.0,1.0,1.0,,,,
1853,5.0,2014.0,,,,1.0,,,,,
5973,10.0,2015.0,,1.0,,,2.0,1.0,,,
6840,12.0,2014.0,,1.0,,1.0,,,,,
6353,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
7522,1.0,2015.0,,1.0,,,1.0,,,,
8278,12.0,2015.0,1.0,1.0,,1.0,1.0,,,,
2384,12.0,2015.0,1.0,1.0,,1.0,2.0,1.0,,,
2299,10.0,2015.0,1.0,1.0,1.0,,,,,,
7775,12.0,2016.0,,,,1.0,1.0,,1.0,,
6100,8.0,2015.0,,1.0,,,1.0,,,,
11024,10.0,2016.0,1.0,1.0,,,,,,,
2770,11.0,2016.0,,,,1.0,1.0,,,,
5675,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
7588,12.0,2015.0,,1.0,,2.0,2.0,,,,
10762,8.0,2015.0,1.0,,,1.0,,,,,
6472,12.0,2014.0,1.0,,,1.0,,1.0,,,
1535,11.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,1.0,
6568,9.0,2014.0,,,,,1.0,,,,
4051,12.0,2014.0,,1.0,,,1.0,,,,
8263,12.0,2015.0,,1.0,,1.0,1.0,1.0,,,
6743,12.0,2014.0,1.0,,1.0,,1.0,,,,
2778,11.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
4935,11.0,2014.0,,1.0,1.0,,,,,,
6816,12.0,2016.0,1.0,1.0,1.0,1.0,,,,,
6469,12.0,2016.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0
7459,11.0,2015.0,1.0,1.0,,1.0,1.0,,,,
7732,12.0,2016.0,1.0,,1.0,1.0,1.0,1.0,,,
9945,12.0,2016.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
7978,11.0,2014.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
8362,10.0,2016.0,1.0,1.0,1.0,,1.0,1.0,,,
520,12.0,2014.0,,1.0,1.0,1.0,2.0,,,1.0,
1846,4.0,2014.0,,,,,1.0,,,,
10586,12.0,2015.0,,1.0,1.0,1.0,3.0,1.0,,,1.0
12875,12.0,2016.0,,,1.0,1.0,1.0,,,,
9038,12.0,2016.0,1.0,1.0,3.0,3.0,1.0,,,,
8289,12.0,2014.0,1.0,,,1.0,1.0,,,,
1494,12.0,2016.0,,,,1.0,1.0,1.0,,,
2214,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
1601,11.0,2015.0,,,,1.0,1.0,1.0,,,
1256,12.0,2016.0,,1.0,,1.0,1.0,1.0,,,
8643,12.0,2015.0,,,,1.0,1.0,,,1.0,
391,12.0,2014.0,,1.0,,1.0,1.0,,,,
2922,12.0,2016.0,,1.0,,1.0,1.0,1.0,,,
11489,7.0,2015.0,,,1.0,,1.0,1.0,,,
10104,12.0,2015.0,,1.0,,,1.0,,,,
6456,8.0,2016.0,1.0,,1.0,1.0,,,,,
2088,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
9594,12.0,2014.0,,1.0,,,,,,,
12071,8.0,2016.0,1.0,,,1.0,,,,,
8937,11.0,2015.0,,,,1.0,1.0,1.0,,,
2348,12.0,2016.0,1.0,1.0,1.0,2.0,2.0,,,,
10110,12.0,2016.0,,,1.0,1.0,1.0,1.0,,,
12659,9.0,2014.0,,,1.0,,,1.0,,,
8416,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
6213,12.0,2014.0,,1.0,,,1.0,,,,
43,12.0,2014.0,1.0,1.0,,1.0,1.0,,,,
46,11.0,2014.0,,1.0,,1.0,1.0,,,,
9545,10.0,2014.0,,,1.0,,1.0,,,,
7957,3.0,2015.0,,1.0,,,,,,,
4114,11.0,2015.0,1.0,1.0,,2.0,1.0,1.0,,,
1149,9.0,2014.0,1.0,,,1.0,1.0,,,,
1209,10.0,2015.0,,1.0,1.0,1.0,1.0,,,,
4548,11.0,2014.0,,1.0,,,1.0,,,,
6978,11.0,2015.0,1.0,2.0,,,1.0,2.0,,,
8394,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
10811,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
10266,12.0,2014.0,,1.0,,1.0,1.0,,,,
2243,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,1.0,
11161,11.0,2014.0,1.0,,,,,,,,
10021,9.0,2014.0,1.0,,,,,1.0,,,
11699,12.0,2014.0,1.0,,1.0,,1.0,,,,
10506,12.0,2015.0,1.0,1.0,1.0,2.0,1.0,,,,
4928,10.0,2014.0,1.0,1.0,,,1.0,1.0,,,
11595,10.0,2016.0,,,,1.0,1.0,,,,
10039,12.0,2015.0,1.0,,,1.0,1.0,,,,
2840,10.0,2016.0,,,,,1.0,1.0,,,
1410,9.0,2016.0,,,,,1.0,,,,
11345,12.0,2016.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0
1287,11.0,2014.0,,,,,1.0,,,,
11229,10.0,2016.0,1.0,,,1.0,1.0,1.0,,,
2773,6.0,2014.0,,1.0,1.0,,,,,,
10291,11.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
10958,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
1889,2.0,2014.0,,,,1.0,,1.0,,,
11458,5.0,2016.0,,,,1.0,,,,,
10409,7.0,2015.0,1.0,1.0,,1.0,,,,,
4599,12.0,2015.0,,,,,2.0,,,,
5544,5.0,2016.0,1.0,,,,,,,,
12098,7.0,2015.0,,,1.0,,,1.0,,,
7470,12.0,2014.0,,1.0,,,,,,,
12658,3.0,2014.0,,,,,,1.0,,,
8964,11.0,2014.0,1.0,1.0,1.0,1.0,,,,,
3996,6.0,2014.0,1.0,1.0,,,,,,,
3063,12.0,2015.0,,,,1.0,1.0,,,,
11722,12.0,2016.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0
4687,12.0,2014.0,1.0,,1.0,1.0,1.0,1.0,,,
2763,12.0,2015.0,,,,1.0,1.0,,,,
10942,12.0,2016.0,1.0,,1.0,1.0,1.0,1.0,,,
818,11.0,2014.0,1.0,,1.0,1.0,1.0,,,1.0,
9178,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0
9302,12.0,2016.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0
4227,11.0,2016.0,1.0,,,1.0,1.0,,,,
10945,12.0,2016.0,,1.0,,1.0,,,,,
8039,11.0,2014.0,,,,1.0,2.0,,,,
6393,12.0,2016.0,1.0,,,1.0,1.0,1.0,,,
11408,11.0,2014.0,,1.0,,1.0,1.0,1.0,,,
8680,12.0,2016.0,1.0,,1.0,1.0,1.0,,,,
5423,12.0,2015.0,,,,1.0,,,,,
3416,6.0,2015.0,,,,,1.0,,,,
3873,3.0,2016.0,,,,1.0,,,,,
9077,9.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
3387,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
603,12.0,2016.0,1.0,1.0,,1.0,1.0,,,1.0,
11282,11.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,1.0
7069,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
11030,8.0,2016.0,,1.0,,,,1.0,,,
2038,4.0,2016.0,,,,,1.0,,,,
8702,12.0,2016.0,,1.0,,,1.0,,,,
3842,12.0,2016.0,,1.0,,1.0,,1.0,,,
10589,7.0,2015.0,1.0,,,1.0,,,,,
4795,12.0,2016.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,
5747,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
11323,6.0,2014.0,,,1.0,,,,,,
3987,12.0,2014.0,,,,,1.0,,,,
2743,9.0,2015.0,,,1.0,,1.0,,,,
3684,12.0,2014.0,,,,,1.0,,,,
1003,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
12466,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
3085,9.0,2016.0,,,1.0,,,,,,
10452,8.0,2014.0,1.0,,,1.0,1.0,,,,
682,11.0,2016.0,,1.0,1.0,2.0,1.0,,,,
7802,12.0,2016.0,,,,,1.0,,,,
150,12.0,2014.0,,1.0,,1.0,2.0,,,,
7025,10.0,2015.0,,1.0,,,1.0,,,,
7563,8.0,2016.0,1.0,,,,,,,,
232,11.0,2015.0,,,,1.0,1.0,,,,
8402,7.0,2015.0,,,,,1.0,,,,
9003,12.0,2016.0,1.0,,,1.0,1.0,,,,
1430,8.0,2014.0,,,,1.0,1.0,2.0,,,
978,12.0,2015.0,1.0,,1.0,1.0,1.0,,,,
1481,10.0,2014.0,,1.0,,,,1.0,,,
5228,12.0,2014.0,,,,,3.0,,,,
7750,5.0,2015.0,,,,,1.0,,,,
8873,7.0,2014.0,1.0,,,,,,,,
11143,11.0,2014.0,,1.0,,,,1.0,,,
6695,6.0,2015.0,,,,1.0,1.0,,,,
6447,12.0,2016.0,,,,,,1.0,,,
7086,3.0,2014.0,,,,1.0,1.0,,,,
5620,11.0,2015.0,,1.0,,1.0,1.0,,,,
4255,12.0,2014.0,,,,1.0,1.0,,,,
1106,11.0,2015.0,,,,,1.0,,,,
5010,10.0,2016.0,1.0,,,1.0,2.0,,,,
6965,11.0,2015.0,,,1.0,,1.0,1.0,,,
10463,10.0,2016.0,,1.0,,1.0,2.0,,,,
8784,8.0,2015.0,1.0,,1.0,,1.0,1.0,,,
276,10.0,2014.0,1.0,1.0,,,1.0,,,,
1176,12.0,2015.0,,,,,3.0,,,,
7912,11.0,2015.0,,,,1.0,1.0,,,1.0,
3814,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
2215,11.0,2016.0,,1.0,1.0,1.0,1.0,,,,
9821,9.0,2016.0,1.0,,,1.0,1.0,,,,
4004,12.0,2015.0,2.0,1.0,,1.0,1.0,1.0,,,
9996,7.0,2016.0,,1.0,,,1.0,,,,1.0
11666,10.0,2014.0,,1.0,,,,1.0,,,
210,10.0,2015.0,1.0,1.0,1.0,1.0,,2.0,,1.0,
7851,10.0,2015.0,2.0,,,1.0,1.0,,,,
8041,7.0,2015.0,,1.0,,,,,,,
8000,11.0,2014.0,,,1.0,3.0,,1.0,,,
7222,12.0,2016.0,,1.0,2.0,1.0,2.0,1.0,,1.0,
12077,9.0,2014.0,1.0,,,,1.0,,,,
2095,12.0,2016.0,1.0,1.0,1.0,1.0,3.0,1.0,,,
7951,8.0,2015.0,,1.0,,1.0,,,,,
12873,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
2607,11.0,2014.0,,,,1.0,1.0,1.0,,,
675,11.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
5776,10.0,2015.0,2.0,,,1.0,1.0,1.0,,,
7127,9.0,2014.0,,,,1.0,1.0,,,1.0,
3975,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
2752,12.0,2014.0,1.0,1.0,,1.0,1.0,,,,
1289,7.0,2015.0,,,,1.0,,,,,
11371,12.0,2014.0,1.0,1.0,,1.0,,,,,
6529,9.0,2015.0,1.0,,,,,,,,
13254,11.0,2015.0,1.0,,1.0,1.0,1.0,,,,
922,12.0,2016.0,,1.0,1.0,1.0,1.0,,,,
9465,4.0,2015.0,1.0,,,,,,,,
4993,12.0,2015.0,,,1.0,1.0,1.0,,,,
3025,7.0,2016.0,,,1.0,,,,,,
6571,12.0,2015.0,,,,,1.0,1.0,,,
11049,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
8318,10.0,2015.0,,1.0,,,1.0,1.0,,,
9952,11.0,2016.0,,1.0,1.0,1.0,1.0,,,,
3880,8.0,2015.0,,,,,1.0,,,,
10295,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
1196,12.0,2014.0,,,,1.0,1.0,1.0,,,
4812,12.0,2014.0,,1.0,,1.0,1.0,,,,
4182,12.0,2014.0,,1.0,,1.0,1.0,,,,
2891,12.0,2015.0,,,,,1.0,,,,
3236,10.0,2016.0,,,,1.0,2.0,,,,
804,12.0,2015.0,1.0,,,1.0,1.0,,,1.0,
4702,12.0,2016.0,,1.0,,2.0,2.0,,,,
5045,10.0,2015.0,,,,,1.0,,,,
1763,8.0,2014.0,,,,1.0,1.0,,,,
942,7.0,2015.0,,,,1.0,1.0,,,,
8513,12.0,2016.0,,1.0,1.0,1.0,1.0,,,,
11510,5.0,2014.0,,,,1.0,,,,,
9528,11.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
11031,1.0,2016.0,,1.0,,,,,,,
7922,10.0,2016.0,,,,1.0,2.0,,,,
6669,7.0,2015.0,1.0,,,,1.0,,,,
8854,12.0,2016.0,1.0,,1.0,1.0,2.0,,,,
12752,11.0,2015.0,,1.0,1.0,1.0,1.0,,,,
3064,12.0,2015.0,2.0,,,1.0,2.0,1.0,,,
4180,12.0,2014.0,,,,1.0,1.0,,,,
10819,9.0,2015.0,,,,1.0,,,,,
8617,8.0,2015.0,1.0,,1.0,1.0,1.0,,,,
1926,10.0,2014.0,1.0,1.0,,,,1.0,,,
927,12.0,2015.0,1.0,,,1.0,1.0,,,,
7952,12.0,2016.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,
1844,10.0,2016.0,,,,,1.0,,,,
7119,12.0,2015.0,1.0,,,1.0,1.0,1.0,,,
4938,10.0,2016.0,,,,,,,,1.0,
6172,10.0,2014.0,1.0,,1.0,,1.0,1.0,,,
3612,4.0,2015.0,,,,,1.0,,,,
6670,12.0,2014.0,,1.0,1.0,1.0,,,,,
5969,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
2145,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
6419,11.0,2014.0,1.0,1.0,1.0,,,1.0,,,
10519,12.0,2015.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
8158,10.0,2014.0,,1.0,,1.0,1.0,,,,
575,11.0,2015.0,1.0,1.0,,3.0,1.0,1.0,,,
13023,11.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
9749,12.0,2015.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,
8009,8.0,2014.0,,,,,,1.0,,,
8168,8.0,2014.0,,,1.0,,1.0,,,,
315,10.0,2014.0,,1.0,,,,,,,
11696,10.0,2014.0,,1.0,,1.0,,,,,
4814,11.0,2016.0,1.0,,,1.0,1.0,1.0,,,
11378,12.0,2016.0,1.0,2.0,1.0,1.0,1.0,1.0,,,
9640,10.0,2014.0,2.0,1.0,1.0,,1.0,,,,
1963,9.0,2016.0,,,,1.0,,1.0,,,
3551,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
13238,11.0,2016.0,,1.0,1.0,1.0,1.0,,,,
12678,11.0,2015.0,,,,1.0,,,,,
3368,12.0,2014.0,,1.0,1.0,,,,,,
6896,4.0,2015.0,,,,,1.0,,,,
10753,10.0,2016.0,,1.0,,1.0,1.0,,,,
6216,12.0,2014.0,,,,1.0,1.0,,,,
12894,12.0,2015.0,,,,,1.0,,,,
636,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
1096,10.0,2015.0,,,1.0,1.0,1.0,,,,
8723,12.0,2014.0,,1.0,,,1.0,1.0,,,
7863,11.0,2014.0,1.0,,1.0,,1.0,,,,
10454,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
1286,11.0,2014.0,,,,,1.0,,,,
3012,12.0,2016.0,,1.0,,1.0,,,,,
11648,7.0,2015.0,,,,1.0,,,,,
2714,11.0,2015.0,,,,1.0,1.0,,,,
9191,12.0,2014.0,1.0,,,1.0,1.0,1.0,,,
4610,8.0,2014.0,,,,,1.0,,,,
10621,12.0,2016.0,1.0,1.0,1.0,3.0,1.0,1.0,,,
9809,11.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
9622,11.0,2014.0,1.0,,,,,2.0,,,
9836,11.0,2016.0,1.0,1.0,,1.0,1.0,2.0,,,
6760,8.0,2015.0,,1.0,1.0,,,1.0,,,
10765,7.0,2015.0,,,1.0,,,,,,
4965,10.0,2016.0,,,,,1.0,,,,
5674,12.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
7641,8.0,2015.0,,,,,1.0,1.0,,,
9815,12.0,2015.0,1.0,1.0,1.0,,3.0,,,,
5987,10.0,2016.0,,,,1.0,1.0,,,,
8686,11.0,2015.0,,1.0,,1.0,,1.0,,,
979,12.0,2016.0,1.0,2.0,1.0,4.0,1.0,,,,
610,12.0,2014.0,,,,1.0,1.0,2.0,,,
1027,11.0,2016.0,1.0,1.0,,,1.0,1.0,,1.0,
11076,8.0,2014.0,,1.0,1.0,,1.0,,,,
2515,12.0,2016.0,,1.0,1.0,1.0,1.0,,,,
7927,12.0,2014.0,1.0,,,1.0,1.0,1.0,,,
11516,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
2664,12.0,2014.0,,1.0,1.0,1.0,1.0,1.0,,1.0,
8581,2.0,2015.0,,,,1.0,,,,,
4527,7.0,2015.0,1.0,,,,1.0,,,,
7278,8.0,2016.0,1.0,,,1.0,,,,,
3619,8.0,2014.0,,,,,1.0,1.0,,,
4190,9.0,2016.0,1.0,,,,,,,,
5382,12.0,2014.0,,,,1.0,1.0,1.0,,,
3601,12.0,2015.0,,1.0,1.0,1.0,1.0,,,1.0,
3640,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
8149,10.0,2014.0,,1.0,,,1.0,,,,
9061,11.0,2014.0,1.0,,,,1.0,,,,
12858,12.0,2014.0,,1.0,1.0,1.0,1.0,,,,
6895,11.0,2014.0,,,,,1.0,1.0,,,
2479,12.0,2016.0,1.0,,1.0,1.0,1.0,,,,
4043,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
6276,11.0,2014.0,1.0,,,1.0,,1.0,,,
1251,10.0,2014.0,,,,1.0,1.0,,,,
1606,10.0,2014.0,,,,3.0,1.0,1.0,,1.0,
7950,12.0,2016.0,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,1.0
3428,9.0,2015.0,,,,1.0,1.0,,,,
340,8.0,2015.0,1.0,,,,1.0,,,,
8847,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
8669,8.0,2014.0,,,,,1.0,,,,
5982,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
10472,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
7932,12.0,2014.0,,1.0,,1.0,1.0,1.0,,1.0,
3180,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
2086,12.0,2016.0,1.0,1.0,1.0,2.0,4.0,1.0,,,1.0
7065,11.0,2016.0,1.0,1.0,,1.0,1.0,,,,
9359,12.0,2014.0,1.0,,,,,,,,
8147,12.0,2016.0,,,1.0,1.0,1.0,1.0,,,
7691,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
11589,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
7774,12.0,2016.0,,,,1.0,2.0,1.0,1.0,1.0,
3496,10.0,2014.0,,1.0,,,,,,,
10642,5.0,2015.0,,1.0,,,1.0,,,,
1163,12.0,2015.0,,1.0,,1.0,1.0,1.0,,,
5244,8.0,2016.0,,,,,,1.0,,,
335,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
10156,11.0,2015.0,,,1.0,1.0,2.0,,,,
2716,11.0,2014.0,,,,,1.0,1.0,,,
8510,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
8209,10.0,2014.0,,1.0,,,,,,,
3970,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
8594,12.0,2015.0,1.0,1.0,,1.0,1.0,1.0,,,
10170,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
8534,12.0,2014.0,,,,1.0,1.0,,,,
5626,12.0,2015.0,,1.0,1.0,1.0,1.0,,,,
5718,7.0,2015.0,,,,,1.0,,,,
1069,11.0,2014.0,,1.0,,2.0,1.0,,,,
4479,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
3560,11.0,2015.0,1.0,,,,1.0,1.0,,,
8454,12.0,2015.0,1.0,1.0,,,1.0,,,,
3321,8.0,2015.0,,1.0,,,1.0,,,,
1882,2.0,2014.0,,,,,1.0,,,,
6192,11.0,2014.0,1.0,,,1.0,1.0,1.0,,,
10735,12.0,2016.0,1.0,,1.0,,,1.0,,,
13038,12.0,2015.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0
2283,12.0,2016.0,,,,1.0,1.0,,,,
2638,8.0,2014.0,,,1.0,1.0,1.0,,,1.0,
656,12.0,2014.0,,1.0,1.0,1.0,3.0,,,,
10106,11.0,2016.0,,1.0,,1.0,1.0,,,,
10836,12.0,2014.0,1.0,,1.0,1.0,1.0,,,,
2315,12.0,2015.0,,,,1.0,1.0,1.0,,,
2518,12.0,2015.0,1.0,,,1.0,1.0,1.0,,,
8463,6.0,2016.0,,,,,1.0,1.0,,,
11938,12.0,2014.0,1.0,1.0,,1.0,1.0,,,,
3667,9.0,2014.0,,,,1.0,1.0,,,,
5122,5.0,2014.0,,,,1.0,,,,,
11733,3.0,2014.0,,1.0,,,,,,,
1487,7.0,2015.0,,,,,1.0,,,,
77,12.0,2014.0,1.0,1.0,1.0,1.0,1.0,,,,
5807,12.0,2015.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
11233,11.0,2015.0,1.0,,,,,,,,
3473,10.0,2016.0,,,,1.0,,1.0,,,
3134,10.0,2015.0,,,,1.0,2.0,,,,
10810,12.0,2016.0,,1.0,1.0,6.0,1.0,,,,
4053,11.0,2015.0,1.0,,1.0,,1.0,,,,
3099,9.0,2015.0,1.0,1.0,1.0,1.0,1.0,,,,
1543,10.0,2014.0,,,,,1.0,,,,
8511,11.0,2016.0,,1.0,,1.0,1.0,1.0,,1.0,1.0
1469,9.0,2016.0,,,,1.0,1.0,1.0,,,
2082,9.0,2015.0,,,,1.0,1.0,,,,
1582,10.0,2016.0,,,,,1.0,1.0,,,
5447,8.0,2014.0,,,,,1.0,,,,
4557,10.0,2015.0,,,,1.0,,,,,
10215,11.0,2015.0,,,1.0,1.0,1.0,,,,
6105,12.0,2014.0,,,,,1.0,1.0,,,
10050,5.0,2015.0,,,,,1.0,,,,
7021,11.0,2016.0,,1.0,,1.0,2.0,,,,
2078,11.0,2014.0,1.0,,,,1.0,,,,
4500,12.0,2015.0,,,,,1.0,,,,
3185,12.0,2014.0,1.0,1.0,,1.0,1.0,1.0,,,
7701,12.0,2016.0,1.0,,,1.0,1.0,1.0,,,
10063,7.0,2014.0,1.0,,,,,,,,
10859,6.0,2016.0,1.0,1.0,2.0,,,,,,
5455,10.0,2016.0,,1.0,,1.0,1.0,,,,
6577,11.0,2015.0,,,,,1.0,,,,
3646,12.0,2015.0,1.0,1.0,1.0,4.0,1.0,2.0,,,
7893,5.0,2015.0,,,,,1.0,,,,
6677,3.0,2014.0,,1.0,1.0,,,,,,
4555,7.0,2014.0,,,,,1.0,,,,
5421,6.0,2015.0,,,,,1.0,,,,
786,12.0,2015.0,1.0,1.0,1.0,1.0,2.0,,,1.0,
9871,10.0,2016.0,1.0,,,1.0,1.0,,,,
2257,12.0,2016.0,1.0,1.0,,1.0,2.0,,,,
10356,10.0,2014.0,,1.0,1.0,1.0,,1.0,,,
2117,10.0,2014.0,1.0,,,1.0,1.0,,,,
2563,12.0,2014.0,,,1.0,,1.0,1.0,,,
4015,12.0,2016.0,1.0,1.0,,1.0,1.0,,,,
9203,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0
11609,9.0,2016.0,1.0,,1.0,1.0,1.0,1.0,,,
7840,12.0,2016.0,1.0,,1.0,2.0,1.0,,,,
2937,7.0,2014.0,,1.0,,,,,,,
3270,11.0,2016.0,,,,,1.0,1.0,,,
2355,12.0,2016.0,,1.0,1.0,4.0,1.0,,,,
428,12.0,2016.0,1.0,2.0,,,1.0,1.0,,1.0,
12147,11.0,2016.0,1.0,1.0,1.0,1.0,1.0,,,,
1829,5.0,2016.0,,,,,1.0,,,,
2699,10.0,2014.0,,,1.0,,1.0,,,,
3168,12.0,2014.0,2.0,,,2.0,1.0,,,,
4750,11.0,2014.0,1.0,,,,1.0,,,,
9556,10.0,2014.0,,1.0,1.0,1.0,1.0,,,,
4287,11.0,2014.0,,1.0,,1.0,1.0,,,,
4796,11.0,2015.0,,,,2.0,,,,,
2492,7.0,2015.0,,,,,1.0,,,,
1689,3.0,2014.0,,,,1.0,,,,,
6362,7.0,2015.0,,,,1.0,,,,,
6101,8.0,2015.0,1.0,,,1.0,,1.0,,,
8593,11.0,2016.0,1.0,2.0,1.0,1.0,1.0,,,,1.0
9844,12.0,2014.0,,1.0,,,1.0,,,,
4406,12.0,2016.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
3810,10.0,2015.0,1.0,,,1.0,1.0,1.0,,,
3992,12.0,2015.0,,1.0,1.0,1.0,1.0,,,,
3743,11.0,2014.0,,,,1.0,1.0,,,,
7302,8.0,2016.0,,,,,1.0,,,,
5514,8.0,2016.0,1.0,1.0,,1.0,1.0,,,,
5855,12.0,2016.0,,1.0,1.0,1.0,1.0,1.0,,,
759,12.0,2014.0,,1.0,,1.0,1.0,1.0,,,
12925,12.0,2014.0,,,,,1.0,,,,
11182,9.0,2014.0,1.0,1.0,1.0,1.0,,,,,
6968,4.0,2015.0,,,,,1.0,,,,
8930,11.0,2014.0,,,1.0,,,,,,
1186,12.0,2015.0,,,1.0,1.0,2.0,1.0,,,
5595,12.0,2014.0,,,,,1.0,,,,
9501,12.0,2016.0,1.0,1.0,,1.0,1.0,1.0,,,
11102,12.0,2014.0,,1.0,1.0,,,1.0,,,
