index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total
9656,4.0,1.0,10.0,0.0,0.0,88.0,160.36049058256683,5.0
9657,9.0,17.0,41.0,0.0,5.0,185.0,101.0,500.7763157894737
9658,12.0,21.0,34.0,3.0,3.0,142.0,51.0,15.0
9659,4.0,4.0,20.0,1.0,2.0,155.0,12.0,11.0
9660,8.0,16.0,29.0,0.0,2.0,114.0,6.0,500.7763157894737
9661,9.0,14.0,33.0,0.0,3.0,111.0,881.0,132.0
9662,8.0,13.0,24.0,0.0,2.0,169.0,680.0,174.0
9663,9.0,9.0,61.0,1.0,2.0,178.0,4.0,244.0
9664,5.0,4.0,38.0,2.0,1.0,147.0,47.0,72.0
9665,2.0,15.0,58.0,1.0,3.0,200.0,5.0,143.0
9666,4.0,32.0,52.0,2.0,6.0,177.0,33.0,52.0
9667,4.0,6.0,29.0,0.0,5.0,248.0,548.8022121014964,500.7763157894737
9668,2.0,1.0,20.0,0.0,4.0,244.0,2.0,500.7763157894737
9669,6.0,6.0,58.0,0.0,4.0,279.0,7.0,31.0
9670,3.0,10.0,37.0,1.0,1.0,223.0,4.0,500.7763157894737
9671,7.0,10.0,16.0,1.0,1.0,263.0,10.0,11.0
9672,2.0,7.719370860927152,5.0,0.0,1.0,62.0,160.36049058256683,44.0
9673,3.0,2.4230769230769234,1.0,0.0,0.0,1.0,2.1111111111111107,16.185185185185187
9674,11.0,2.4230769230769234,1.0,0.0,0.0,1.0,2.1111111111111107,16.185185185185187
9675,4.0,2.4230769230769234,0.0,0.0,0.0,0.0,2.1111111111111107,16.185185185185187
9676,4.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
9677,14.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
9678,8.0,1.0,22.0,0.0,2.0,186.0,5.0,828.0
9679,6.0,3.9464831804281344,26.0,0.0,0.0,226.0,1.0,433.0
9680,13.0,3.0,11.0,0.0,3.0,209.0,3.0,240.0
9681,9.0,5.0,10.0,0.0,1.0,207.0,188.3599257884972,457.0
9682,4.0,5.0,10.0,0.0,0.0,134.0,14.0,5.0
9683,4.0,1.0,5.0,0.0,2.0,116.0,188.3599257884972,581.0
9684,4.0,2.0,3.0,0.0,1.0,89.0,8.0,255.63957055214726
9685,6.0,1.0,17.0,0.0,1.0,112.0,4.0,198.0
9686,4.0,5.0,35.0,0.0,2.0,182.0,6.0,14.0
9687,4.0,4.0,23.0,0.0,3.0,211.0,188.3599257884972,37.0
9688,5.0,16.0,28.0,0.0,3.0,109.0,3.0,255.63957055214726
9689,5.0,17.0,37.0,0.0,4.0,86.0,383.0,74.0
9690,8.0,12.0,39.0,0.0,0.0,104.0,19.0,665.0
9691,4.0,2.0,41.0,6.0,2.0,39.0,1.0,22.0
9692,5.0,2.0,52.0,6.0,2.0,53.0,30.0,108.0
9693,11.0,9.0,14.0,0.0,6.0,107.0,20590.0,2.0
9694,6.0,12.0,17.0,0.0,0.0,79.0,9.0,255.63957055214726
9695,2.0,2.0,91.0,46.0,0.0,477.0,33.670360110803315,2977.0
9696,2.0,4.0,4.0,0.0,0.0,82.0,1.0,133.0
9697,1.0,3.0,24.0,0.0,0.0,90.0,160.36049058256683,21.0
9698,1.0,1.0,17.0,0.0,0.0,31.0,2.0,2.0
9699,1.0,10.0,19.0,0.0,0.0,18.0,3.0,1.0
9700,7.0,6.0,13.0,0.0,0.0,97.0,1.0,77.0
9701,6.0,7.0,25.0,0.0,0.0,129.0,4.0,3.0
9702,5.0,2.0,10.0,0.0,0.0,95.0,1.0,425.0
9703,0.0,1.0,1.0,0.0,1.0,49.0,13.0,365.0
9704,2.0,1.0,8.0,0.0,0.0,66.0,160.36049058256683,603.3206537460227
9705,6.0,1.0,39.0,0.0,0.0,98.0,160.36049058256683,275.0
9706,5.0,2.0,11.0,0.0,0.0,92.0,160.36049058256683,14.0
9707,3.0,3.0,20.0,0.0,0.0,87.0,5.0,126.0
9708,1.0,8.0,21.0,0.0,0.0,93.0,14.0,9.0
9709,1.0,3.9464831804281344,25.0,0.0,0.0,188.0,33.670360110803315,111.0
9710,8.0,2.0,26.0,0.0,2.0,206.0,1.0,315.0
9711,20.0,13.0,79.0,62.0,6.0,248.0,25.0,140.0
9712,18.0,1.0,3.0,0.0,1.0,11.0,160.36049058256683,603.3206537460227
9713,8.0,2.0,10.0,0.0,0.0,16.0,1.0,31.0
9714,9.0,1.0,11.0,0.0,0.0,24.0,160.36049058256683,3.0
9715,9.0,7.719370860927152,5.0,0.0,0.0,11.0,160.36049058256683,603.3206537460227
9716,6.0,2.0,12.0,0.0,0.0,8.0,160.36049058256683,2.0
9717,5.0,4.0,22.0,0.0,0.0,153.0,3.0,504.0
9718,2.0,2.0,17.0,0.0,0.0,82.0,5.0,46.0
9719,1.0,7.719370860927152,12.0,0.0,0.0,61.0,160.36049058256683,12.0
9720,0.0,7.719370860927152,10.0,0.0,0.0,45.0,160.36049058256683,1.0
9721,7.0,1.0,6.0,0.0,0.0,36.0,160.36049058256683,3.0
9722,0.0,7.719370860927152,11.0,0.0,0.0,57.0,160.36049058256683,119.0
9723,11.0,1.0,3.0,0.0,1.0,65.0,8.0,40.0
9724,1.0,7.719370860927152,4.0,0.0,0.0,109.0,160.36049058256683,21.0
9725,1.0,1.0,7.0,0.0,0.0,133.0,160.36049058256683,12.0
9726,0.0,5.0,9.0,0.0,0.0,89.0,160.36049058256683,71.0
9727,3.0,2.0,28.0,0.0,1.0,161.0,7.0,199.0
9728,3.0,1.0,19.0,0.0,0.0,163.0,1.0,327.0
9729,3.0,1.0,55.0,0.0,0.0,160.0,3.0,132.0
9730,3.0,7.0,46.0,0.0,0.0,132.0,3.0,2.0
9731,5.0,1.0,7.0,0.0,0.0,140.0,160.36049058256683,375.0
9732,4.0,1.0,1.0,0.0,0.0,111.0,160.36049058256683,603.3206537460227
9733,5.0,1.0,6.0,0.0,0.0,110.0,160.36049058256683,603.3206537460227
9734,4.0,7.719370860927152,7.0,0.0,0.0,92.0,160.36049058256683,603.3206537460227
9735,5.0,7.719370860927152,13.0,0.0,0.0,98.0,1.0,237.0
9736,6.0,5.0,32.0,0.0,1.0,66.0,1.0,13.0
9737,7.0,1.0,28.0,0.0,0.0,140.0,1.0,527.0
9738,5.0,3.4545454545454546,5.0,0.0,0.0,181.0,3.0,896.0
9739,8.0,2.0,20.0,0.0,0.0,242.0,1.0,17.0
9740,3.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
9741,4.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
9742,2.0,23.0,21.0,0.0,0.0,32.0,18.0,22.0
9743,3.0,3.0,13.0,0.0,1.0,19.0,160.36049058256683,603.3206537460227
9744,1.0,1.0,21.0,0.0,4.0,36.0,5.0,7.0
9745,1.0,7.719370860927152,0.0,0.0,3.0,22.0,160.36049058256683,603.3206537460227
9746,37.0,6.0,46.0,38.0,4.0,226.0,8.0,260.0
9747,4.0,6.0,16.0,0.0,1.0,286.0,33.670360110803315,414.0
9748,1.0,4.0,71.0,0.0,0.0,336.0,2.0,72.0
9749,41.0,16.0,184.0,110.0,4.0,410.0,160.36049058256683,3569.0
9750,84.0,18.0,366.0,293.0,7.0,324.0,13.0,66.0
9751,19.0,4.0,17.0,1.0,1.0,107.0,2.0,154.0
9752,5.0,4.0,15.0,1.0,2.0,120.0,4.0,603.3206537460227
9753,8.0,4.0,9.0,0.0,3.0,178.0,160.36049058256683,167.0
9754,9.0,5.0,28.0,3.0,5.0,216.0,160.36049058256683,191.0
9755,6.0,2.0,30.0,2.0,4.0,204.0,160.36049058256683,234.0
9756,8.0,7.0,31.0,2.0,4.0,167.0,7.0,4.0
9757,5.0,11.0,8.0,0.0,1.0,221.0,160.36049058256683,296.0
9758,3.0,12.0,37.0,1.0,2.0,238.0,1.0,389.0
9759,3.0,2.0,18.0,1.0,0.0,232.0,1.0,25.0
9760,17.0,3.0,46.0,2.0,1.0,124.0,19.0,893.0
9761,15.0,4.0,46.0,0.0,0.0,168.0,160.36049058256683,401.0
9762,16.0,3.0,53.0,6.0,0.0,179.0,160.36049058256683,187.0
9763,13.0,1.0,65.0,8.0,1.0,181.0,160.36049058256683,367.0
9764,14.0,7.719370860927152,49.0,0.0,3.0,257.0,1.0,163.0
9765,16.0,1.0,36.0,6.0,1.0,247.0,7.0,226.0
9766,22.0,1.0,20.0,6.0,1.0,252.0,160.36049058256683,146.0
9767,9.0,7.719370860927152,6.0,0.0,1.0,153.0,160.36049058256683,603.3206537460227
9768,8.0,7.719370860927152,10.0,0.0,2.0,146.0,160.36049058256683,238.0
9769,13.0,3.0,26.0,2.0,1.0,182.0,160.36049058256683,113.0
9770,3.0,7.719370860927152,27.0,2.0,1.0,173.0,6.0,218.0
9771,4.0,1.0,40.0,1.0,2.0,203.0,160.36049058256683,269.0
9772,6.0,2.0,50.0,3.0,1.0,212.0,10.0,619.0
9773,5.0,2.0,12.0,2.0,1.0,153.0,160.36049058256683,4.0
9774,2.0,7.719370860927152,16.0,0.0,1.0,180.0,1.0,14.0
9775,1.0,7.0,36.0,0.0,2.0,202.0,4.0,215.0
9776,3.0,12.0,31.0,1.0,3.0,169.0,3.0,52.0
9777,2.0,7.719370860927152,6.0,0.0,1.0,93.0,160.36049058256683,603.3206537460227
9778,2.0,2.0,9.0,0.0,0.0,130.0,160.36049058256683,45.0
9779,0.0,5.0,21.0,0.0,0.0,103.0,2.0,94.0
9780,1.0,2.0,10.0,0.0,0.0,114.0,1.0,603.3206537460227
9781,10.0,13.0,28.0,0.0,3.0,10.0,12144.0,309.99152542372883
9782,2.0,2.0,22.0,0.0,1.0,28.0,273.5555555555556,22.0
9783,8.0,3.0,31.0,0.0,0.0,43.0,12.0,6.0
9784,3.0,3.9464831804281344,2.0,0.0,0.0,91.0,33.670360110803315,255.05136612021855
9785,3.0,5.0,7.0,0.0,0.0,6.0,273.5555555555556,3.0
9786,4.0,6.0,11.0,0.0,0.0,16.0,273.5555555555556,25.0
9787,7.0,8.0,19.0,0.0,0.0,42.0,273.5555555555556,162.0
9788,7.0,2.0,20.0,0.0,2.0,58.0,8.0,124.0
9789,6.0,8.0,20.0,0.0,1.0,40.0,1.0,49.0
9790,3.0,1.0,13.0,0.0,0.0,43.0,273.5555555555556,54.0
9791,3.0,1.0,17.0,0.0,1.0,33.0,2.0,164.0
9792,2.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
9793,2.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
9794,0.0,2.0,4.0,0.0,0.0,62.0,188.3599257884972,3.0
9795,2.0,10.763688760806916,8.0,0.0,0.0,65.0,188.3599257884972,255.63957055214726
9796,16.0,25.0,16.0,0.0,0.0,160.0,9.0,409.0
9797,27.0,15.0,18.0,0.0,0.0,234.0,31.0,94.0
9798,3.0,18.0,9.0,0.0,0.0,129.0,3.0,4.0
9799,0.0,3.0,19.0,0.0,0.0,117.0,3.0,58.0
9800,0.0,3.9464831804281344,5.0,0.0,0.0,53.0,1.0,35.0
9801,0.0,3.9464831804281344,7.0,0.0,0.0,55.0,33.670360110803315,75.0
9802,1.0,3.0,11.0,0.0,0.0,75.0,1.0,11.0
9803,3.0,3.0,4.0,0.0,1.0,87.0,160.36049058256683,437.0
9804,14.0,4.0,384.0,335.0,2.0,268.0,10.0,8566.0
9805,14.0,3.0,130.0,74.0,2.0,324.0,2.0,886.0
9806,14.0,1.0,21.0,2.0,1.0,296.0,1.0,1004.0
9807,2.0,3.0,15.0,0.0,0.0,150.0,160.36049058256683,232.0
9808,1.0,2.0,16.0,0.0,0.0,129.0,2.0,25.0
9809,3.0,7.719370860927152,16.0,0.0,0.0,97.0,160.36049058256683,624.0
9810,3.0,3.0,5.0,0.0,0.0,81.0,160.36049058256683,356.0
9811,4.0,4.0,7.0,1.0,0.0,68.0,1.0,17.0
9812,6.0,7.719370860927152,0.0,0.0,0.0,5.0,160.36049058256683,603.3206537460227
9813,0.0,8.0,16.0,1.0,2.0,37.0,160.36049058256683,21.0
9814,0.0,15.0,12.0,1.0,2.0,33.0,160.36049058256683,1.0
9815,1.0,10.0,22.0,0.0,1.0,33.0,160.36049058256683,2.0
9816,2.0,7.719370860927152,48.0,0.0,0.0,61.0,1.0,424.0
9817,1.0,7.719370860927152,28.0,0.0,0.0,33.0,160.36049058256683,15.0
9818,0.0,1.0,31.0,0.0,0.0,37.0,160.36049058256683,5.0
9819,0.0,1.0,7.0,0.0,0.0,59.0,160.36049058256683,603.3206537460227
9820,3.0,3.9464831804281344,2.0,0.0,0.0,27.0,33.670360110803315,18.0
9821,4.0,3.9464831804281344,11.0,0.0,0.0,31.0,33.670360110803315,1.0
9822,36.0,5.0,37.0,3.0,0.0,23.0,1.0,282.0
9823,31.0,10.0,66.0,14.0,5.0,48.0,41.0,476.0
9824,2.0,2.0,23.0,4.0,0.0,115.0,3.0,124.0
9825,1.0,1.0,17.0,4.0,0.0,125.0,160.36049058256683,35.0
9826,0.0,7.719370860927152,17.0,0.0,1.0,108.0,160.36049058256683,603.3206537460227
9827,0.0,1.0,15.0,0.0,2.0,112.0,2.0,69.0
9828,1.0,1.0,19.0,6.0,1.0,114.0,1.0,78.0
9829,8.0,2.0,14.0,1.0,0.0,79.0,4.0,8.0
9830,4.0,7.719370860927152,6.0,0.0,1.0,50.0,160.36049058256683,1.0
9831,0.0,3.9464831804281344,25.0,0.0,0.0,87.0,6.0,119.0
9832,2.0,3.0,8.0,0.0,0.0,101.0,3.0,155.0
9833,11.0,7.0,24.0,1.0,0.0,81.0,2.0,343.0
9834,2.0,2.0,57.0,0.0,0.0,132.0,66.0,261.0
9835,0.0,1.0,13.0,0.0,0.0,79.0,1.0,182.0
9836,0.0,2.0,23.0,0.0,0.0,99.0,4.0,76.0
9837,0.0,1.0,11.0,0.0,0.0,63.0,160.36049058256683,603.3206537460227
9838,1.0,2.0,12.0,0.0,0.0,36.0,5.0,32.0
9839,4.0,7.719370860927152,4.0,0.0,0.0,85.0,160.36049058256683,6.0
9840,6.0,17.0,27.0,0.0,3.0,91.0,15.0,642.0
9841,5.0,2.0,4.0,0.0,2.0,49.0,273.5555555555556,295.0
9842,6.0,6.0,14.0,0.0,2.0,52.0,2.0,288.0
9843,3.0,3.9464831804281344,4.0,0.0,0.0,15.0,33.670360110803315,255.05136612021855
9844,5.0,1.0,22.0,0.0,1.0,37.0,33.670360110803315,8.0
9845,1.0,11.0,34.0,1.0,3.0,46.0,1.0,552.0
9846,6.0,15.0,31.0,0.0,0.0,25.0,1.0,16.0
9847,8.0,17.0,22.0,0.0,3.0,87.0,14.0,216.0
9848,6.0,24.0,20.0,0.0,1.0,93.0,15.0,41.0
9849,2.0,12.0,28.0,0.0,1.0,108.0,10.0,10.0
9850,1.0,8.0,14.0,0.0,0.0,78.0,5.0,78.0
9851,3.0,24.0,50.0,0.0,0.0,163.0,17.0,40.0
9852,18.0,26.0,49.0,0.0,3.0,150.0,17.0,542.0
9853,10.0,20.0,24.0,0.0,0.0,88.0,14.0,23.0
9854,14.0,7.719370860927152,17.0,0.0,1.0,180.0,2.0,2356.0
9855,19.0,5.0,54.0,2.0,0.0,441.0,1.0,694.0
9856,16.0,6.0,29.0,3.0,0.0,311.0,1.0,576.0
9857,13.0,7.0,42.0,5.0,1.0,361.0,3.0,451.0
9858,10.0,3.0,8.0,2.0,1.0,331.0,2.0,263.0
9859,11.0,1.0,18.0,0.0,1.0,351.0,1.0,801.0
9860,6.0,3.0,40.0,1.0,0.0,320.0,7.0,2786.0
9861,0.0,5.0,57.0,4.0,3.0,389.0,7.0,1790.0
9862,3.0,3.0,39.0,1.0,3.0,319.0,160.36049058256683,287.0
9863,7.0,5.0,10.0,2.0,0.0,280.0,9.0,282.0
9864,0.0,6.0,35.0,2.0,0.0,200.0,10.0,508.0
9865,0.0,6.0,35.0,1.0,0.0,274.0,160.36049058256683,132.0
9866,0.0,4.0,43.0,3.0,0.0,261.0,1.0,1134.0
9867,4.0,8.0,25.0,2.0,0.0,217.0,11.0,138.0
9868,4.0,7.719370860927152,1.0,0.0,0.0,53.0,1.0,2.0
9869,0.0,3.0,43.0,0.0,0.0,65.0,1.0,339.0
9870,17.0,1.0,72.0,24.0,3.0,68.0,5.0,33.0
9871,21.0,7.0,67.0,6.0,6.0,94.0,3700.0,869.0
9872,15.0,6.0,35.0,2.0,2.0,143.0,1.0,5.0
9873,21.0,13.0,60.0,16.0,4.0,205.0,29.0,348.0
9874,22.0,10.0,37.0,8.0,4.0,234.0,6.0,232.0
9875,13.0,13.851239669421489,30.0,1.0,1.0,195.0,1.0,56.0
9876,10.0,5.0,22.0,0.0,7.0,146.0,1.0,209.0
9877,15.0,8.0,36.0,1.0,11.0,173.0,12.0,369.0
9878,10.0,8.0,34.0,3.0,9.0,142.0,4.0,412.0
9879,2.0,10.0,53.0,4.0,6.0,232.0,415.0,1135.0
9880,4.0,7.0,62.0,1.0,3.0,345.0,6.0,1196.0
9881,6.0,9.0,21.0,1.0,1.0,303.0,2.0,17.0
9882,17.0,54.0,66.0,1.0,4.0,452.0,15.0,284.0
9883,3.0,17.0,26.0,0.0,1.0,294.0,63.0,242.0
9884,2.0,6.0,23.0,2.0,0.0,274.0,8.0,377.0
9885,2.0,13.851239669421489,6.0,1.0,0.0,145.0,9.0,500.7763157894737
9886,2.0,2.0,15.0,1.0,0.0,219.0,548.8022121014964,316.0
9887,3.0,7.719370860927152,3.0,0.0,0.0,101.0,160.36049058256683,38.0
9888,3.0,2.0,7.0,0.0,0.0,114.0,1.0,30.0
9889,3.0,1.0,6.0,0.0,0.0,71.0,160.36049058256683,29.0
9890,0.0,2.0,7.0,0.0,0.0,88.0,1.0,57.0
9891,0.0,2.0,3.0,0.0,0.0,107.0,1.0,47.0
9892,1.0,1.0,7.0,0.0,0.0,92.0,160.36049058256683,3.0
9893,4.0,10.763688760806916,0.0,0.0,0.0,1.0,188.3599257884972,255.63957055214726
9894,5.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726
9895,0.0,8.0,14.0,0.0,2.0,142.0,33.670360110803315,26.0
9896,0.0,3.9464831804281344,5.0,0.0,0.0,137.0,33.670360110803315,255.05136612021855
9897,6.0,1.0,8.0,0.0,0.0,33.0,3.0,36.0
9898,7.0,10.0,10.0,0.0,0.0,29.0,1.0,8.0
9899,4.0,20.0,13.0,0.0,0.0,143.0,30548.0,7.0
9900,10.0,15.0,23.0,0.0,0.0,184.0,160.36049058256683,603.3206537460227
9901,7.0,26.0,16.0,0.0,0.0,98.0,46.0,37.0
9902,1.0,23.0,33.0,0.0,0.0,123.0,13.0,10.0
9903,3.0,5.0,12.0,0.0,0.0,120.0,11.0,17.0
9904,2.0,6.0,4.0,0.0,0.0,102.0,160.36049058256683,56.0
9905,4.0,27.0,13.0,0.0,0.0,107.0,10.0,2.0
9906,7.0,22.0,14.0,0.0,0.0,86.0,89.0,99.0
9907,1.0,7.0,15.0,0.0,0.0,84.0,8.0,20.0
9908,5.0,11.0,24.0,0.0,0.0,81.0,5.0,4.0
9909,10.0,9.0,41.0,0.0,0.0,66.0,22.0,26.0
9910,3.0,4.0,26.0,0.0,0.0,32.0,1.0,13.0
9911,4.0,5.0,8.0,0.0,0.0,35.0,2.0,3.0
9912,4.0,1.0,4.0,0.0,0.0,23.0,160.36049058256683,603.3206537460227
9913,7.0,2.0,20.0,0.0,0.0,35.0,6.0,1.0
9914,1.0,5.0,31.0,0.0,0.0,38.0,1.0,1.0
9915,1.0,2.0,31.0,0.0,0.0,42.0,160.36049058256683,175.0
9916,1.0,3.0,25.0,0.0,0.0,43.0,12.0,7.0
9917,5.0,3.0,20.0,0.0,0.0,90.0,160.36049058256683,603.3206537460227
9918,8.0,22.0,10.0,0.0,4.0,3.0,10.0,10.0
9919,5.0,7.719370860927152,18.0,0.0,0.0,67.0,160.36049058256683,443.0
9920,7.0,7.719370860927152,16.0,1.0,0.0,51.0,160.36049058256683,178.0
9921,5.0,3.0,16.0,1.0,0.0,84.0,160.36049058256683,56.0
9922,4.0,6.0,21.0,0.0,0.0,79.0,4.0,25.0
9923,2.0,3.0,21.0,0.0,0.0,66.0,160.36049058256683,140.0
9924,3.0,1.0,26.0,1.0,0.0,63.0,1.0,7.0
9925,1.0,1.0,11.0,1.0,0.0,64.0,160.36049058256683,8.0
9926,3.0,1.0,8.0,0.0,0.0,93.0,160.36049058256683,148.0
9927,7.0,4.0,4.0,0.0,0.0,123.0,2.0,175.0
9928,3.0,3.0,2.0,0.0,0.0,110.0,2.0,603.3206537460227
9929,4.0,13.0,46.0,1.0,0.0,219.0,39.0,198.0
9930,0.0,7.719370860927152,13.0,1.0,0.0,29.0,3.0,42.0
9931,1.0,7.719370860927152,8.0,0.0,0.0,28.0,1.0,2.0
9932,1.0,1.0,6.0,0.0,0.0,31.0,160.36049058256683,603.3206537460227
9933,4.0,8.0,16.0,0.0,0.0,214.0,160.36049058256683,491.0
9934,2.0,2.0,47.0,0.0,0.0,203.0,6.0,11.0
9935,6.0,5.0,43.0,1.0,0.0,3.0,10.0,309.99152542372883
9936,28.0,9.0,41.0,2.0,0.0,55.0,273.5555555555556,309.99152542372883
9937,0.0,2.0,33.0,0.0,0.0,80.0,33.670360110803315,7.0
9938,0.0,3.9464831804281344,8.0,0.0,0.0,55.0,33.670360110803315,15.0
9939,1.0,2.0,18.0,0.0,0.0,64.0,33.670360110803315,324.0
9940,2.0,4.0,23.0,0.0,0.0,54.0,1.0,258.0
9941,0.0,7.719370860927152,26.0,0.0,0.0,102.0,160.36049058256683,285.0
9942,0.0,2.0,29.0,0.0,0.0,106.0,160.36049058256683,316.0
9943,0.0,7.0,22.0,0.0,1.0,132.0,160.36049058256683,8.0
9944,1.0,7.0,9.0,0.0,1.0,132.0,160.36049058256683,771.0
9945,0.0,1.0,10.0,0.0,0.0,142.0,160.36049058256683,90.0
9946,2.0,3.0,4.0,0.0,0.0,158.0,3.0,37.0
9947,3.0,2.0,6.0,0.0,0.0,105.0,4.0,1.0
9948,2.0,3.0,11.0,0.0,0.0,95.0,160.36049058256683,603.3206537460227
9949,2.0,6.0,25.0,0.0,0.0,113.0,5.0,175.0
9950,2.0,1.0,7.0,0.0,0.0,68.0,4.0,35.0
9951,1.0,2.0,34.0,0.0,0.0,90.0,2.0,181.0
9952,1.0,2.0,20.0,0.0,0.0,97.0,2.0,142.0
9953,1.0,3.0,13.0,0.0,0.0,98.0,1.0,603.3206537460227
9954,2.0,2.0,21.0,0.0,0.0,94.0,1.0,27.0
9955,3.0,1.0,12.0,0.0,0.0,70.0,160.36049058256683,35.0
9956,1.0,2.0,21.0,0.0,0.0,46.0,1.0,13.0
9957,3.0,7.719370860927152,31.0,0.0,0.0,51.0,1.0,603.3206537460227
9958,2.0,2.0,19.0,0.0,0.0,51.0,22.0,103.0
9959,0.0,7.719370860927152,18.0,0.0,0.0,56.0,160.36049058256683,69.0
9960,0.0,7.719370860927152,18.0,0.0,0.0,69.0,2.0,2.0
9961,2.0,7.0,4.0,0.0,0.0,160.0,1.0,44.0
9962,8.0,2.0,16.0,0.0,0.0,217.0,5.0,72.0
9963,0.0,1.0,0.0,0.0,0.0,29.0,160.36049058256683,603.3206537460227
9964,1.0,1.0,13.0,0.0,0.0,17.0,273.5555555555556,6.0
9965,1.0,4.728971962616822,31.0,0.0,0.0,35.0,273.5555555555556,13.0
9966,3.0,1.0,11.0,0.0,0.0,21.0,273.5555555555556,2.0
9967,0.0,1.0,3.0,0.0,0.0,17.0,273.5555555555556,16.0
9968,0.0,1.0,8.0,0.0,0.0,11.0,273.5555555555556,1.0
9969,2.0,4.728971962616822,13.0,0.0,0.0,10.0,1.0,309.99152542372883
9970,1.0,3.9464831804281344,3.0,0.0,0.0,12.0,33.670360110803315,255.05136612021855
9971,1.0,2.0,38.0,0.0,0.0,64.0,1.0,62.0
9972,4.0,4.728971962616822,5.0,0.0,1.0,5.0,273.5555555555556,5.0
9973,4.0,4.0,17.0,0.0,2.0,29.0,20.0,3.0
9974,2.0,10.763688760806916,10.0,0.0,0.0,24.0,188.3599257884972,2.0
9975,2.0,1.0,12.0,0.0,0.0,42.0,1.0,255.63957055214726
9976,2.0,1.0,7.0,0.0,0.0,48.0,188.3599257884972,255.63957055214726
9977,10.0,26.0,16.0,0.0,0.0,196.0,75.0,46.0
9978,11.0,35.0,17.0,0.0,1.0,193.0,16.0,276.0
9979,7.0,29.0,11.0,0.0,1.0,190.0,77.0,500.7763157894737
9980,9.0,7.0,4.0,0.0,0.0,194.0,1.0,7.0
9981,10.0,10.0,13.0,0.0,0.0,234.0,6.0,144.0
9982,7.0,8.0,12.0,0.0,0.0,219.0,39.0,81.0
9983,5.0,4.0,5.0,0.0,0.0,200.0,5.0,45.0
9984,7.0,4.0,6.0,0.0,0.0,116.0,1.0,3.0
9985,7.0,3.0,7.0,0.0,0.0,106.0,548.8022121014964,39.0
9986,3.0,4.0,29.0,0.0,0.0,119.0,17.0,26.0
9987,3.0,10.0,35.0,0.0,0.0,119.0,17.0,15.0
9988,3.0,2.0,6.0,0.0,0.0,76.0,33.0,9.0
9989,2.0,2.0,10.0,0.0,0.0,32.0,20.0,2.0
9990,1.0,1.0,14.0,0.0,0.0,50.0,2.0,12.0
9991,2.0,4.0,23.0,0.0,0.0,47.0,8.0,42.0
9992,5.0,9.0,24.0,0.0,0.0,39.0,12.0,37.0
9993,2.0,10.763688760806916,12.0,0.0,0.0,51.0,188.3599257884972,17.0
9994,2.0,3.0,15.0,0.0,0.0,165.0,33.670360110803315,87.0
9995,0.0,1.0,7.0,0.0,0.0,154.0,33.670360110803315,1.0
9996,0.0,3.9464831804281344,8.0,0.0,0.0,136.0,1.0,2.0
9997,6.0,3.9464831804281344,1.0,1.0,0.0,13.0,33.670360110803315,766.0
9998,20.0,7.0,15.0,1.0,0.0,64.0,1.0,1053.0
9999,9.0,7.719370860927152,3.0,0.0,0.0,42.0,160.36049058256683,603.3206537460227
10000,16.0,7.719370860927152,6.0,4.0,0.0,39.0,3.0,278.0
10001,5.0,7.719370860927152,1.0,0.0,0.0,2.0,160.36049058256683,4.0
10002,10.0,7.719370860927152,2.0,0.0,0.0,2.0,160.36049058256683,603.3206537460227
10003,15.0,6.0,2.0,0.0,0.0,4.0,8.0,1.0
10004,5.0,2.0,3.0,1.0,0.0,95.0,2.0,353.0
10005,3.0,1.0,6.0,0.0,0.0,91.0,1.0,71.0
10006,1.0,2.0,6.0,0.0,0.0,122.0,1.0,88.0
10007,1.0,2.0,8.0,0.0,0.0,112.0,160.36049058256683,35.0
10008,3.0,3.0,20.0,0.0,0.0,203.0,1.0,310.0
10009,0.0,3.0,12.0,0.0,0.0,240.0,3.0,19.0
10010,1.0,2.0,13.0,0.0,0.0,218.0,160.36049058256683,92.0
10011,0.0,2.0,6.0,0.0,0.0,185.0,160.36049058256683,603.3206537460227
10012,2.0,3.0,2.0,0.0,0.0,231.0,160.36049058256683,25.0
10013,4.0,2.0,5.0,0.0,0.0,115.0,160.36049058256683,120.0
10014,4.0,1.0,6.0,0.0,0.0,82.0,160.36049058256683,22.0
10015,2.0,6.0,20.0,0.0,0.0,82.0,2.0,57.0
10016,3.0,1.0,11.0,0.0,0.0,54.0,160.36049058256683,603.3206537460227
10017,3.0,2.0,17.0,0.0,0.0,59.0,160.36049058256683,35.0
10018,2.0,4.0,14.0,0.0,0.0,139.0,5018.0,77.0
10019,0.0,2.0,9.0,0.0,0.0,128.0,1.0,2.0
10020,1.0,1.0,11.0,0.0,0.0,104.0,1.0,39.0
