index_seg,d_btw_cntr_SgAsEg,ud_bridge_SgAsEg,ud_btw_cntr_SgAsEg
1648,15876.6279679,0.0,14872.3411992
1649,12758.5867016,0.0,11653.6997735
1650,20796.677673,0.0,11620.9686954
1651,13249.7547197,0.0,11834.3617733
1652,25116.3927084,0.0,25042.0131342
1653,1279.36883843,0.0,1311.11277177
1654,30235.8268416,0.0,30451.0426517
1655,10987.4768402,0.0,11421.0180604
1656,18139.4989194,0.0,17728.2422887
1657,52561.3710675,0.0,51818.9009145
1658,4348.15564875,0.0,4514.04327251
1659,9284.90963141,0.0,9404.97229561
1660,934.952226362,0.0,996.91695323
1661,427742.568598,0.0,521429.541641
1662,157155.69503,0.0,75916.805052
1663,61195.6348546,0.0,35936.2034507
1664,16934.0,1.0,17016.0
1665,16934.0,1.0,17016.0
1666,44474.6818159,0.0,35558.2798481
1667,82240.124855,0.0,63945.4250443
1668,115526.443658,0.0,91019.9213044
1669,81793.8282121,0.0,86327.6786018
1670,13448.3713829,0.0,27017.7347342
1671,22237.6556092,0.0,18814.1183902
1672,16934.0,1.0,17016.0
1673,8105.93488929,0.0,9487.27364617
1674,49420.4289134,0.0,39481.8279755
1675,74811.5951566,0.0,65222.2676484
1676,49501.7788609,0.0,46636.4963155
1677,53673.6634602,0.0,48763.1883467
1678,111343.387122,0.0,100480.376477
1679,62998.9043066,0.0,61152.0162946
1680,64081.4899309,0.0,62947.9342629
1681,50819.2896502,0.0,46599.030532
1682,74714.7202419,0.0,80711.0133274
1683,39322.4151208,0.0,42077.3298767
1684,6344.76705339,0.0,4147.74110526
1685,23082.8388617,0.0,25458.0878255
1686,15326.9890182,0.0,19699.3369189
1687,61899.7101971,0.0,26025.8697289
1688,30238.4623539,0.0,6522.9789367
1689,104234.79329,0.0,115146.924386
1690,55525.3743695,0.0,54447.930154
1691,11142.9519858,0.0,12281.313804
1692,8886.94688457,0.0,9993.25444551
1693,23301.7613902,0.0,12236.1909764
1694,26325.6632606,0.0,3459.9577661
1695,51694.4559081,0.0,50323.0540459
1696,43361.4255203,0.0,43394.6169358
1697,64734.6647151,0.0,44566.3804514
1698,65084.7456766,0.0,41672.3989728
1699,34338.2302768,0.0,17226.9014936
1700,22144.8739008,0.0,22252.4336038
1701,14063.3040532,0.0,15787.3380542
1702,8681.15998107,0.0,4595.99524251
1703,23894.9876082,0.0,20761.6780443
1704,6525.31572966,0.0,11278.3171697
1705,9186.86792374,0.0,6623.85733679
1706,3444.9733362,0.0,3366.68273277
1707,4478.73384313,0.0,4584.63223601
1708,24182.8896872,0.0,22716.5407502
1709,40378.1976705,0.0,35556.3756987
1710,92859.3456679,0.0,92190.8132683
1711,15941.0967906,0.0,15849.6766867
1712,14102.5852127,0.0,19628.8356233
1713,17539.2413133,0.0,29317.8992054
1714,78378.4926834,0.0,79061.5630444
1715,25349.4253917,0.0,25548.9309657
1716,5331.13198493,0.0,5209.06605511
1717,25393.7200576,0.0,16236.7773093
1718,3022.14251704,0.0,1882.92286346
1719,16934.0,1.0,17016.0
1720,29704.5409886,0.0,36598.2095108
1721,36398.0863046,0.0,39523.2050385
1722,35277.7380425,0.0,27431.9599661
1723,62945.8276492,0.0,51754.6544856
1724,37623.3682559,0.0,30979.8997766
1725,61284.7897324,0.0,56774.7262037
1726,75925.0799513,0.0,44835.5066783
1727,23258.2643875,0.0,14472.1898507
1728,13146.9604257,0.0,7734.90892481
1729,9825.67108174,0.0,9516.14850021
1730,24229.837416,0.0,18937.9269225
1731,25924.7064034,0.0,31409.8503748
1732,15342.545163,0.0,12928.3871611
1733,16934.0,1.0,17016.0
1734,4296.54672846,0.0,4657.3824431
1735,2225.57931145,0.0,2222.65605519
1736,16770.3552309,0.0,16795.0312988
1737,8882.04679684,0.0,3235.4544038
1738,8825.98547428,0.0,16933.3181748
1739,12731.1776099,0.0,21181.2998038
1740,134840.783747,0.0,93870.1553888
1741,4232.40389344,0.0,4182.83272435
1742,47526.1296799,0.0,657372.405523
1743,190296.477245,0.0,626158.790596
1744,332150.117381,0.0,610562.425753
1745,311808.919855,0.0,584709.200015
1746,296196.193651,0.0,568859.809542
1747,16934.0,1.0,17016.0
1748,18250.2364898,0.0,18401.1194996
1749,203547.295238,0.0,210381.699595
1750,201066.858565,0.0,207443.981774
1751,107526.121646,0.0,123973.778028
1752,115328.904797,0.0,147125.009386
1753,55940.4380704,0.0,45954.6200863
1754,58951.7711483,0.0,36757.6069453
1755,45769.9482823,0.0,20374.0756026
1756,126685.071188,0.0,125612.935691
1757,22340.0008359,0.0,26122.3741955
1758,43371.5686952,0.0,35773.6035279
1759,8023.95998821,0.0,8002.44646398
1760,47744.2610435,0.0,39671.5092686
1761,109543.501113,0.0,147067.446806
1762,292762.85447,0.0,282618.386736
1763,2799.92965551,0.0,956.759193927
1764,10726.0432274,0.0,6690.30992569
1765,4265.46103118,0.0,756.978103394
1766,7607.0159176,0.0,15207.7683386
1767,187155.373174,0.0,175775.96411
1768,13585.9575689,0.0,10108.6432269
1769,32905.6280663,0.0,22738.344409
1770,52467.0743538,0.0,42386.4298881
1771,17890.811851,0.0,13350.8307414
1772,31375.783033,0.0,31358.3665082
1773,9392.49296551,0.0,9350.24684972
1774,98575.6343217,0.0,178292.613291
1775,36080.5712867,0.0,67622.556288
1776,29465.8623605,0.0,38305.7226396
1777,8113.43280447,0.0,12003.6773316
1778,28617.1641072,0.0,31121.4955541
1779,20582.8086922,0.0,18983.7729747
1780,71873.0180128,0.0,63753.5244299
1781,8818.87811746,0.0,9060.59448163
1782,3547.6284004,0.0,4094.61024152
1783,60599.7914629,0.0,58414.4182946
1784,23941.295237,0.0,23114.039941
1785,20571.4105847,0.0,14245.4564243
1786,2893.29784116,0.0,2748.74465795
1787,11776.4705694,0.0,12448.5827589
1788,15793.5312053,0.0,15898.8708671
1789,6146.09998148,0.0,5379.07358295
1790,134065.438946,0.0,121915.689986
1791,118665.694334,0.0,106411.637432
1792,16934.0,1.0,17016.0
1793,12717.3128008,0.0,23698.4710802
1794,35593.7971708,0.0,47416.466676
1795,23899.7322193,0.0,26295.2231664
1796,31273.8881848,0.0,34189.7390334
1797,203578.42114,0.0,232985.796793
1798,385845.163518,0.0,461900.196975
1799,106604.667822,0.0,69720.4145291
1800,316843.329061,0.0,147403.064451
1801,345849.940773,0.0,232789.122694
1802,334164.531578,0.0,302194.59951
1803,131670.61445,0.0,100581.556291
1804,76824.7029105,0.0,62094.5637217
1805,71118.3107808,0.0,40058.9003728
1806,43898.7685706,0.0,32238.1388969
1807,201081.955784,0.0,184775.422987
1808,20158.7115482,0.0,39020.5954767
1809,19797.7197191,0.0,38128.4926593
1810,19831.7927884,0.0,28958.9202621
1811,16934.0,1.0,17016.0
1812,84726.3040021,0.0,76869.9655856
1813,52232.244384,0.0,43942.2393695
1814,21083.8224409,0.0,12743.2871015
1815,63554.686275,0.0,55093.5356276
1816,64138.2797122,0.0,55727.0794466
1817,26629.0729203,0.0,18103.8367513
1818,34741.4943376,0.0,23131.1705714
1819,27179.8161465,0.0,19834.9369914
1820,28748.9494426,0.0,16246.3863812
1821,95222.9404459,0.0,45524.0661373
1822,81194.6263034,0.0,47515.8068646
1823,47675.5737113,0.0,52448.5231238
1824,56629.8141797,0.0,107558.370885
1825,231569.034274,0.0,28843.5853566
1826,208758.161428,0.0,186839.654082
1827,139324.47542,0.0,145012.370487
1828,70315.9478311,0.0,80118.339813
1829,100586.874769,0.0,54077.2661694
1830,347771.336426,0.0,56599.4818508
1831,339872.253738,0.0,48204.5393319
1832,270599.109644,0.0,31995.0232514
1833,16934.0,1.0,17016.0
1834,13669.4964262,0.0,12533.92956
1835,8741.92471884,0.0,8645.06954151
1836,16934.0,1.0,17016.0
1837,25986.3938243,0.0,27008.4642042
1838,12690.2218223,0.0,10503.5350168
1839,16595.4646986,0.0,17506.3738677
1840,81003.4617469,0.0,91314.2795469
1841,42358.4800158,0.0,46728.0903306
1842,33063.1835038,0.0,28530.3304686
1843,41909.1181677,0.0,33052.4719452
1844,30927.9512053,0.0,22157.4548046
1845,20177.491759,0.0,20979.8788964
1846,24899.055003,0.0,23651.102044
1847,26385.7807612,0.0,32080.470167
1848,37712.6923625,0.0,35862.7862727
1849,41989.2415875,0.0,36499.1284651
1850,29371.6368878,0.0,17117.2125416
1851,23959.2292009,0.0,26526.5033318
1852,15659.9875021,0.0,17856.2705641
1853,7254.43240408,0.0,5788.56212448
1854,23569.8448326,0.0,25470.7975815
1855,14263.8534538,0.0,20408.1757064
1856,18640.4602105,0.0,21010.9914587
1857,8560.39911598,0.0,11908.353031
1858,8086.76966702,0.0,6304.7895464
1859,29592.2244653,0.0,24828.7426144
1860,14847.7430005,0.0,13895.5480075
1861,182904.932531,0.0,183964.416476
1862,135360.0,1.0,136016.0
1863,39128.5781106,0.0,94703.0737734
1864,25914.1752551,0.0,46459.1990606
1865,15984.0860727,0.0,22323.0243199
1866,18201.7380303,0.0,16201.4485398
1867,21024.2658162,0.0,27679.5210232
1868,30764.5332216,0.0,34736.8754224
1869,38200.5086859,0.0,37844.4159899
1870,32974.2790786,0.0,16950.2395294
1871,29965.7367043,0.0,33687.4454797
1872,19752.1855908,0.0,21763.2186322
1873,4711.52942321,0.0,4299.5350574
1874,37527.0680882,0.0,46052.6839512
1875,36536.4263274,0.0,49088.4940466
1876,71796.0762547,0.0,77713.0162474
1877,127267.016847,0.0,118109.126486
1878,16934.0,1.0,17016.0
1879,16934.0,1.0,17016.0
1880,16795.4169234,0.0,11778.6581389
1881,31246.7195816,0.0,9245.87897296
1882,20771.6063423,0.0,11352.3050726
1883,41321.2144993,0.0,14874.324922
1884,41567.8925385,0.0,10187.6293614
1885,20214.6723037,0.0,13822.5806525
1886,10933.2697199,0.0,8868.1023122
1887,13736.5493226,0.0,15672.2264422
1888,20243.830146,0.0,28973.4953592
1889,31480.2790846,0.0,40272.4581118
1890,44005.8493975,0.0,48660.9756582
1891,56410.2879176,0.0,25492.3481963
1892,105070.989677,0.0,129864.842365
1893,140934.244971,0.0,186267.912515
1894,119359.776886,0.0,160319.68001
1895,104257.051623,0.0,147055.500568
1896,116939.13969,0.0,160153.516922
1897,70109.1600924,0.0,101955.030497
1898,69231.0793539,0.0,69418.3132951
1899,125561.668374,0.0,126244.663308
1900,110016.797822,0.0,110745.419163
1901,84431.0501119,0.0,84961.2173119
1902,136069.318433,0.0,136779.693502
1903,121065.670413,0.0,121565.547411
1904,24303.9585545,0.0,20985.5937791
1905,37451.4021179,0.0,35222.2659032
1906,29069.3688892,0.0,18430.8744059
1907,27522.8909078,0.0,18627.9856245
1908,33028.6776585,0.0,16727.7052135
1909,60713.2560599,0.0,48115.3509511
1910,8387.26436874,0.0,9066.79395889
1911,15489.7472763,0.0,27845.3391074
1912,29575.8274417,0.0,46291.6245809
1913,46873.1544511,0.0,64057.6081265
1914,102209.824697,0.0,25677.4430355
1915,260424.32868,0.0,350904.860276
1916,177766.117782,0.0,234004.662945
1917,113934.583469,0.0,142835.448091
1918,71088.9865091,0.0,85530.3704274
1919,33202.9890457,0.0,35981.8779004
1920,148819.95647,0.0,141134.132012
1921,1751.41662478,0.0,1773.95103414
1922,259716.515904,0.0,243941.00606
1923,268652.920728,0.0,250204.071952
1924,227452.003539,0.0,209833.986675
1925,149255.850289,0.0,121886.67441
1926,127489.332876,0.0,107564.806503
1927,108424.737394,0.0,92058.096037
1928,98860.4756677,0.0,74146.4723565
1929,71772.1811675,0.0,43752.3046814
1930,159149.160312,0.0,166714.782423
1931,244457.690102,0.0,239409.308956
1932,86756.9292101,0.0,74782.2480478
1933,29154.0683421,0.0,18548.2356957
1934,30085.8260399,0.0,24526.8149669
1935,14658.97485,0.0,23131.0698332
1936,38752.2766504,0.0,49831.9460301
1937,55018.2964375,0.0,72290.0483065
1938,69766.5548416,0.0,96448.379894
1939,90024.147916,0.0,128408.33714
1940,135673.993511,0.0,180907.111263
1941,245882.677151,0.0,267219.891158
1942,16934.0,1.0,17016.0
1943,45251.8656469,0.0,68837.3606327
1944,32095.7417363,0.0,57836.69475
1945,16934.0,1.0,17016.0
1946,8466.0,1.0,17016.0
1947,11763.8495516,0.0,23330.5354866
1948,7798.89610387,0.0,6499.51537913
1949,8462.98678484,0.0,6771.76177859
1950,12596.7389099,0.0,11258.553868
1951,5692.83167457,0.0,4741.71456802
1952,44169.3308543,0.0,43038.0296407
1953,30796.278236,0.0,31221.8545654
1954,18663.2085184,0.0,19062.4500309
1955,21302.1150008,0.0,17274.9195675
1956,53497.3416594,0.0,6308.56216246
1957,85784.9921493,0.0,111078.850302
1958,95152.6088258,0.0,84498.998831
1959,38076.103811,0.0,38491.8763999
1960,65531.6406628,0.0,66664.3284036
1961,105672.402604,0.0,108325.113398
1962,128148.385457,0.0,134570.762379
1963,46876.1011578,0.0,47512.5467614
1964,13562.4313613,0.0,13627.0547153
1965,2242.67722838,0.0,2611.08737404
1966,64876.3080541,0.0,66040.5378755
1967,3499663.03042,0.0,3861171.71412
1968,48157.1621188,0.0,48265.6719151
1969,1455471.44427,0.0,1588811.1983
1970,1424779.65236,0.0,1557883.92701
1971,494872.034994,0.0,583354.296725
1972,16934.0,1.0,17016.0
1973,12531.5070639,0.0,8961.63646599
1974,16934.0,1.0,17016.0
1975,16934.0,1.0,17016.0
1976,94915.5646919,0.0,205480.738878
1977,16934.0,1.0,17016.0
1978,230703.205875,0.0,172629.37328
1979,194181.192012,0.0,80677.7558344
1980,180040.322533,0.0,114858.219222
1981,69531.7301815,0.0,54463.4580898
1982,21462.4551872,0.0,30082.3789135
1983,176863.873908,0.0,198361.626786
1984,174184.710666,0.0,156330.910325
1985,189925.801954,0.0,133229.70917
1986,156142.667596,0.0,127603.153426
1987,84877.5031177,0.0,59648.94219
1988,51165.2284559,0.0,37576.5100894
1989,39416.1677565,0.0,33125.4044926
1990,39271.4391823,0.0,35230.7000717
1991,37635.7174333,0.0,37627.3771581
1992,56215.3200346,0.0,57777.3023695
1993,126869.639181,0.0,128289.168341
1994,155384.88999,0.0,156475.354634
1995,21017.4298621,0.0,29292.3535625
1996,39301.6086515,0.0,64349.8510259
1997,53969.8508414,0.0,103164.148291
1998,53457.2425014,0.0,81628.6266804
1999,42562.6110108,0.0,50079.1235717
2000,42457.9433104,0.0,44463.7441381
2001,84805.921218,0.0,69024.004292
2002,75510.6039875,0.0,71718.8069005
2003,64388.6661876,0.0,72849.5973909
2004,56116.0459678,0.0,72167.0666601
2005,19680.4238312,0.0,23012.4242888
2006,36337.7698101,0.0,34726.1325712
2007,167350.771182,0.0,127844.572245
2008,189315.070442,0.0,151435.257095
2009,16934.0,1.0,17016.0
2010,16934.0,1.0,17016.0
2011,13564.3233606,0.0,13596.2252611
2012,11080.0361926,0.0,11092.2100983
2013,2043.03629272,0.0,2025.55744503
2014,28609.0318994,0.0,28712.8520342
2015,66010.1892828,0.0,62183.461049
2016,1709205.1763,0.0,1553916.60146
2017,31768.3014542,0.0,39964.6823927
2018,9101.42133663,0.0,9005.97116128
2019,60127.3621551,0.0,44849.8200436
2020,75732.4692269,0.0,53277.9961448
2021,29411.8511202,0.0,23941.0608606
2022,25685.8226605,0.0,15858.9730547
2023,54396.2021242,0.0,53145.3440918
2024,176394.158822,0.0,131480.214142
2025,1228785.58727,0.0,1832719.15411
2026,746396.033108,0.0,1389321.42446
2027,69919.9748379,0.0,70258.870986
2028,38058.8568217,0.0,38256.5755102
2029,33106.67095,0.0,33325.3604346
2030,16785.1974908,0.0,16887.5460842
2031,1237.66758744,0.0,1204.11374209
2032,85965.8720788,0.0,78472.6867891
2033,111561.348518,0.0,102504.351228
2034,95616.3344725,0.0,86449.4095171
2035,209872.995226,0.0,209369.469141
2036,140983.021434,0.0,141773.425893
2037,61654.1837142,0.0,62057.5187381
2038,16934.0,1.0,17016.0
2039,71460.3305275,0.0,124684.263399
2040,61418.0334886,0.0,98527.250344
2041,102728.959843,0.0,136551.826904
2042,213145.828128,0.0,243818.047807
2043,195807.375561,0.0,224245.697943
2044,195101.122944,0.0,175131.023342
2045,173011.0076,0.0,149737.313664
2046,158030.395434,0.0,132872.348121
2047,48.0,0.0,48.0
2048,101496.0,0.0,101988.0
2049,50790.0,1.0,51036.0
2050,16934.0,1.0,17016.0
2051,16934.0,1.0,17016.0
2052,16934.0,1.0,17016.0
2053,84630.0,1.0,85040.0
2054,50790.0,1.0,51036.0
2055,16934.0,1.0,17016.0
2056,16934.0,1.0,17016.0
2057,941561.334247,0.0,1116788.57097
2058,728089.765757,0.0,902847.105997
2059,664841.562646,0.0,229717.874759
2060,475714.877764,0.0,214459.807743
2061,303493.556035,0.0,199499.340641
2062,246277.145932,0.0,146432.239239
2063,33035.0221405,0.0,11688.5477577
2064,41178.503991,0.0,18573.1978868
2065,243440.917131,0.0,206306.525267
2066,91569.8544669,0.0,43718.6026658
2067,922140.424085,0.0,875148.628394
2068,1401067.71852,0.0,1111792.71208
2069,1447093.06343,0.0,1178087.93796
2070,1469877.49921,0.0,1183917.82746
2071,1467957.47941,0.0,1191822.66542
2072,1449697.88256,0.0,1168610.13143
2073,1395172.11139,0.0,1135496.42373
2074,1458641.48182,0.0,1197158.96258
2075,1570627.48202,0.0,1305117.91441
2076,2002113.4159,0.0,1728109.43061
2077,2845942.50262,0.0,2555500.08322
2078,1767228.54101,0.0,2011012.63847
2079,1770676.18856,0.0,1747410.18574
2080,365806.203791,0.0,239876.975189
2081,153666.967006,0.0,83683.2835223
2082,55292.8055196,0.0,54167.8299375
2083,54601.1251235,0.0,32296.9020017
2084,35703.890677,0.0,15335.6904045
2085,35978.6188646,0.0,34145.008573
2086,13206.4549148,0.0,6733.76107332
2087,36250.7819678,0.0,21524.8555025
2088,39147.1129749,0.0,14976.1429629
2089,57587.4179463,0.0,19149.6054062
2090,39789.6369281,0.0,60948.5167263
2091,28208.5124442,0.0,13201.3241573
2092,7015.27041004,0.0,622.060363777
2093,37807.4545031,0.0,17045.1197446
2094,426088.908577,0.0,844104.955796
2095,427159.553208,0.0,243002.078986
2096,55968.0283594,0.0,57391.0217212
2097,24137.0990204,0.0,23119.2546657
2098,63428.36296,0.0,94039.0797329
2099,1714.47809508,0.0,1771.71395222
2100,77066.3251988,0.0,43818.2037124
2101,26191.9618183,0.0,7174.01484518
2102,13342.9263962,0.0,18693.1845376
2103,22785.2845952,0.0,26054.0219203
2104,26695.9040875,0.0,20425.1686556
2105,16117.4551963,0.0,31129.980614
2106,1404.3175181,0.0,5730.69527368
2107,50790.0,1.0,51036.0
2108,16934.0,1.0,17016.0
2109,16934.0,1.0,17016.0
2110,16934.0,1.0,17016.0
2111,33907.8879478,0.0,23336.4613006
2112,25908.8472692,0.0,18918.3751933
2113,11274.9676212,0.0,8717.02270228
2114,206413.718524,0.0,173322.386373
2115,38799.1373433,0.0,42845.0306886
2116,29357.2186723,0.0,31130.7785296
2117,31991.6533368,0.0,27857.8345257
2118,43878.9849428,0.0,37917.9699582
2119,58663.2564683,0.0,50043.1930882
2120,63036.9448676,0.0,54583.0316415
2121,76406.9271954,0.0,65428.7770992
2122,64515.9853863,0.0,61657.9965722
2123,6491.17916658,0.0,6147.56780811
2124,600001.193825,0.0,642769.696451
2125,36328.7429021,0.0,36890.9995339
2126,1698524.88073,0.0,1729686.005
2127,2097231.87791,0.0,1934557.78515
2128,2406019.76157,0.0,2167612.49481
2129,2723886.16046,0.0,2515210.98399
2130,3134249.40789,0.0,3091686.33239
2131,10517.6437185,0.0,8348.53644592
2132,14493.8987016,0.0,8537.75289241
2133,40045.1102278,0.0,9912.34558054
2134,47298.9308195,0.0,26689.2719231
2135,13007.7673826,0.0,5425.83163191
2136,18442.2910777,0.0,8884.27407647
2137,16838.1240963,0.0,8999.1053538
2138,17243.203468,0.0,17251.9082273
2139,16934.0,1.0,17016.0
2140,72496.1953686,0.0,32105.8749384
2141,12531.8503493,0.0,5891.54691609
2142,31688.6341692,0.0,27019.3805007
2143,5630.38234687,0.0,5865.4023052
2144,10594.181203,0.0,7089.26246429
2145,82484.0625114,0.0,80615.7199412
2146,38794.6425496,0.0,40278.5427951
2147,29895.6156254,0.0,27381.143191
2148,24911.969471,0.0,18255.373499
2149,19526.2598389,0.0,1071.34368867
2150,38891.7688883,0.0,19258.2438314
2151,70439.247062,0.0,32559.8428307
2152,134492.983894,0.0,74976.8704956
2153,225363.887958,0.0,161773.21556
2154,259009.085105,0.0,206533.885895
2155,331199.249046,0.0,231000.910537
2156,30146.1553664,0.0,17803.3432368
2157,6515.24959516,0.0,3453.24845577
2158,16934.0,1.0,17016.0
2159,50790.0,1.0,51036.0
2160,489462.0,1.0,491840.0
2161,321062.0,1.0,322620.0
2162,236712.0,1.0,237860.0
2163,186010.0,0.0,186912.0
2164,84630.0,1.0,85040.0
2165,16934.0,1.0,17016.0
2166,13021.8527216,0.0,28821.9310058
2167,23880.6611717,0.0,37770.8069132
2168,17458.4950189,0.0,21862.2586135
2169,17466.4950189,0.0,14126.679634
2170,52269.6187707,0.0,48028.4157775
2171,9424.21993852,0.0,9466.41792252
2172,1812.62375908,0.0,1794.36177392
2173,4326.78180578,0.0,4339.40321196
2174,3546.63252751,0.0,6282.42414417
2175,16934.0,1.0,17016.0
2176,19231.4860262,0.0,29558.8512776
2177,38775.901964,0.0,53829.513632
2178,38935.8223883,0.0,67782.7037768
2179,7753.96620164,0.0,7752.42590437
2180,68802.9007824,0.0,120701.803546
2181,47660.2985296,0.0,46758.6881415
2182,68225.5468287,0.0,66955.0550829
2183,48612.5874427,0.0,47621.0064776
2184,53953.3259372,0.0,52561.5050876
2185,48305.5141704,0.0,45441.771118
2186,35188.0167008,0.0,32871.2188568
2187,12030.2449354,0.0,1214608.09844
2188,16934.0,1.0,17016.0
2189,8014.6411276,0.0,36358.0332091
2190,390686.759327,0.0,222961.358873
2191,370685.838095,0.0,208828.851732
2192,1093747.64281,0.0,1569315.71794
2193,188262.106825,0.0,588527.977434
2194,191721.415748,0.0,560858.325559
2195,197528.602538,0.0,516934.616482
2196,75035.4143151,0.0,206181.186977
2197,113073.243698,0.0,231759.500845
2198,16934.0,1.0,17016.0
2199,42713.9983218,0.0,43748.9539924
2200,16389.2824233,0.0,16209.3603821
2201,6570.51145449,0.0,5038.90325907
2202,5435.48795944,0.0,4583.02623919
2203,14751.0977882,0.0,33299.9892717
2204,63984.8824445,0.0,106575.324309
2205,103123.23051,0.0,94606.9510682
2206,60424.1245712,0.0,62543.5805497
2207,36131.5741151,0.0,38098.5645514
2208,19459.5570256,0.0,21391.4515468
2209,7031.35382415,0.0,7988.81601493
2210,20854.6202306,0.0,19317.6141851
2211,59896.4973012,0.0,55931.4993412
2212,84524.2663715,0.0,78641.5539355
2213,97151.1307255,0.0,87007.2683163
2214,97594.6517378,0.0,92072.6526355
2215,14217.4708541,0.0,14467.5521531
2216,6067.41677855,0.0,5847.77016126
2217,19556.9804015,0.0,2336.33361494
2218,27389.3415809,0.0,11209.3458301
2219,28939.9764417,0.0,8633.98445039
2220,1075135.65062,0.0,1701752.57842
2221,16934.0,1.0,17016.0
2222,29684.5476366,0.0,23757.9687266
2223,127970.55246,0.0,114521.632678
2224,170997.835239,0.0,155896.644516
2225,161737.485224,0.0,169310.142238
2226,35020.6314216,0.0,35125.9745325
2227,18521.4647549,0.0,18536.6411991
2228,72594.8816675,0.0,51015.0824672
2229,57863.3335916,0.0,29327.833031
2230,42849.5471565,0.0,25108.6456225
2231,34286.7763937,0.0,15972.8977053
2232,23210.5124039,0.0,14272.6823164
2233,21432.8815905,0.0,19273.1985858
2234,8017.49329079,0.0,7909.65822112
2235,16934.0,1.0,17016.0
2236,16934.0,1.0,17016.0
2237,23482.1270463,0.0,23426.2233385
2238,8017.49329079,0.0,7909.65822112
2239,10381.8729537,0.0,10601.7766615
2240,50790.0,1.0,51036.0
2241,21628.0520814,0.0,9761.11007006
2242,7750.91581254,0.0,3596.21922963
2243,28240.746532,0.0,37363.2939252
2244,46405.0418826,0.0,44034.0994069
2245,33717.5006321,0.0,25698.3265794
2246,36134.097831,0.0,22397.6832365
2247,116866.523761,0.0,179522.536145
2248,58302.0968639,0.0,54894.8400944
2249,38160.7001059,0.0,36054.7393789
2250,17275.9110388,0.0,16657.358779
2251,23008.0395059,0.0,22605.5495488
2252,27426.8202224,0.0,27353.7649549
2253,28332.318785,0.0,28622.2216687
2254,10266.8919792,0.0,45171.4563712
2255,14925.682251,0.0,86366.1928835
2256,14917.3720059,0.0,82477.4804971
2257,74104.562809,0.0,109008.704728
2258,185219.326981,0.0,167677.331018
2259,223187.253982,0.0,182394.304737
2260,212897.237015,0.0,192170.447764
2261,197589.522529,0.0,176670.652974
2262,136217.903923,0.0,109163.665296
2263,139120.730933,0.0,123889.241728
2264,139280.061275,0.0,99653.0202202
2265,283714.999222,0.0,235406.020868
2266,329756.794376,0.0,314610.085008
2267,70258.5164376,0.0,65346.6350371
2268,48519.9877393,0.0,45965.870233
2269,156586.364265,0.0,162992.532454
2270,131565.736735,0.0,139885.074504
2271,175833.682489,0.0,154238.051076
2272,50874.0899509,0.0,46163.3360133
2273,56014.1785874,0.0,59813.1337463
2274,46534.4111238,0.0,49724.6115656
2275,35123.6486804,0.0,33774.6332129
2276,39595.0349162,0.0,39206.9817254
2277,353680.967184,0.0,348966.55342
2278,24999.5597498,0.0,24552.4063783
2279,399274.162676,0.0,406899.834766
2280,36658.1552867,0.0,52360.5573824
2281,28283.3760076,0.0,39868.0036901
2282,28362.2531062,0.0,12936.9670563
2283,5561.78665989,0.0,7125.47068686
2284,17590.6440933,0.0,52187.3530396
2285,38007.2406903,0.0,49106.4439497
2286,16934.0,1.0,17016.0
2287,16934.0,1.0,17016.0
2288,12847.0944123,0.0,8693.99855132
2289,6428.80611044,0.0,7502.67977884
2290,1126.92542377,0.0,2123.82757055
2291,24663.5649389,0.0,25642.4685542
2292,17975.1679374,0.0,18078.23724
2293,23677.4633933,0.0,23642.685067
2294,24069.5209974,0.0,23395.7750028
2295,11422.1550792,0.0,11442.4508862
2296,258002.592088,0.0,212678.585133
2297,257377.783503,0.0,204992.26834
2298,224194.729231,0.0,183404.177266
2299,143886.703898,0.0,122464.293492
2300,136901.61908,0.0,118670.105504
2301,129503.030761,0.0,116120.24118
2302,106435.901603,0.0,98510.5727306
2303,94535.7619455,0.0,90603.0471176
2304,14081.8316873,0.0,6985.89722003
2305,24536.2803121,0.0,17874.111094
2306,64649.8600575,0.0,30223.3065462
2307,112925.105006,0.0,136950.128031
2308,44071.814708,0.0,85141.3397058
2309,47976.0422987,0.0,73507.7426757
2310,14004.7514781,0.0,26231.0122243
2311,15420.5479864,0.0,18532.2747736
2312,5942.70619034,0.0,7356.73675047
2313,14625.0993384,0.0,21967.1491195
2314,11211.4116316,0.0,18122.3836128
2315,1060.39568317,0.0,1071.4429958
2316,222682.580366,0.0,227031.998393
2317,262113.912032,0.0,266174.455194
2318,245072.956365,0.0,251585.31243
2319,138323.048741,0.0,145283.939218
2320,98210.3738282,0.0,104386.374715
2321,90680.1953884,0.0,96014.2337599
2322,16934.0,1.0,17016.0
2323,195606.999475,0.0,157794.167469
2324,8466.0,1.0,17016.0
2325,16934.0,1.0,17016.0
2326,1104.92219057,0.0,1121.93109104
2327,73746.0008681,0.0,74066.6251454
2328,19753.6457883,0.0,19621.9647702
2329,136835.279976,0.0,137512.929028
2330,33720.9911595,0.0,33434.5596833
2331,109526.431051,0.0,109985.277984
2332,43076.318744,0.0,42975.2603931
2333,19574.2180954,0.0,19595.3041302
2334,4413.54506059,0.0,4361.23457476
2335,12361.7997368,0.0,12161.3215863
2336,57247.0469431,0.0,57367.9038165
2337,16934.0,1.0,17016.0
2338,16934.0,1.0,17016.0
2339,33856.0,0.0,34020.0
2340,67688.0,0.0,68016.0
