index_seg,YEAR,MONTH,crime_total,METHOD_GUN,METHOD_KNIFE,METHOD_OTHERS,OFFENSE_ARSON,OFFENSE_ASSAULT W/DANGEROUS WEAPON,OFFENSE_BURGLARY,OFFENSE_HOMICIDE,OFFENSE_MOTOR VEHICLE THEFT,OFFENSE_ROBBERY,OFFENSE_SEX ABUSE,OFFENSE_THEFT F/AUTO,OFFENSE_THEFT/OTHER
306,2015.0,4.0,1,1,0,0,0,0,0,0,0,0,0,1,0
306,2016.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
306,2016.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0
307,2014.0,12.0,1,0,0,1,0,0,0,0,1,0,0,0,0
308,2015.0,9.0,1,0,0,1,0,0,1,0,0,0,0,0,0
308,2016.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0
308,2016.0,11.0,1,0,0,1,0,0,0,0,1,0,0,0,0
309,2016.0,8.0,1,0,0,1,0,0,0,0,1,0,0,0,0
309,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
310,2013.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
310,2014.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,0
310,2015.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0
311,2014.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0
312,2014.0,4.0,2,0,0,2,0,0,0,0,0,2,0,0,0
312,2015.0,8.0,1,1,0,0,0,0,0,0,0,1,0,0,0
313,2014.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0
313,2014.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0
313,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
313,2015.0,8.0,1,1,0,0,0,0,0,0,0,1,0,0,0
313,2015.0,12.0,1,0,0,1,0,0,0,0,1,0,0,0,0
314,2014.0,8.0,1,0,0,1,0,0,1,0,0,0,0,0,0
315,2014.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
316,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
317,2014.0,12.0,1,1,0,0,0,0,0,0,0,1,0,0,0
318,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
318,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
318,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
318,2014.0,10.0,2,0,0,2,0,0,0,0,1,1,0,0,0
318,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
318,2015.0,6.0,1,0,0,1,0,0,0,0,1,0,0,0,0
318,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
318,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
319,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
319,2014.0,10.0,2,0,0,2,0,0,0,0,1,0,0,1,0
319,2015.0,6.0,1,0,0,1,0,0,0,0,1,0,0,0,0
319,2016.0,2.0,1,0,0,1,0,0,0,0,0,1,0,0,0
319,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
319,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
320,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
320,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
320,2014.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
320,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
320,2014.0,9.0,1,1,0,0,0,0,0,0,0,1,0,0,0
320,2014.0,10.0,2,0,0,2,0,0,0,0,0,0,0,1,1
320,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
320,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
320,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
320,2015.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
320,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0
320,2015.0,5.0,3,0,0,3,0,0,1,0,0,0,0,1,1
320,2015.0,6.0,6,0,0,6,0,0,0,0,1,1,0,3,1
320,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
320,2015.0,8.0,3,0,0,3,0,0,0,0,0,0,0,3,0
320,2015.0,9.0,2,0,0,2,0,0,0,0,1,0,0,1,0
320,2015.0,10.0,3,0,0,3,0,0,0,0,0,0,0,3,0
320,2015.0,11.0,3,0,0,3,0,0,0,0,0,0,0,2,1
320,2015.0,12.0,2,0,0,2,0,0,0,0,0,0,0,2,0
320,2016.0,4.0,2,0,0,2,0,0,0,0,0,0,0,2,0
320,2016.0,6.0,2,0,0,2,0,0,0,0,0,0,0,2,0
320,2016.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
320,2016.0,9.0,5,0,0,5,0,0,0,0,1,0,0,2,2
320,2016.0,12.0,1,0,0,1,0,0,0,0,0,1,0,0,0
321,2014.0,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0
321,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
321,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
321,2017.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
322,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
322,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
322,2016.0,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0
323,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
323,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
323,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
323,2015.0,12.0,1,0,0,1,0,0,1,0,0,0,0,0,0
323,2016.0,4.0,1,1,0,0,0,1,0,0,0,0,0,0,0
324,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
324,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
324,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
324,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
324,2016.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
325,2014.0,7.0,2,0,0,2,0,0,0,0,0,0,0,2,0
325,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
326,2014.0,3.0,2,0,0,2,0,0,0,0,0,0,0,2,0
326,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
326,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
326,2015.0,10.0,1,0,0,1,0,0,1,0,0,0,0,0,0
327,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
327,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
327,2014.0,8.0,1,0,0,1,0,0,1,0,0,0,0,0,0
327,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
327,2016.0,4.0,1,0,0,1,0,0,1,0,0,0,0,0,0
327,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
328,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
328,2014.0,7.0,3,0,0,3,0,0,0,0,0,0,0,0,3
329,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
329,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
330,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
330,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
330,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
331,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
331,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
331,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
332,2014.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0
332,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
332,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
332,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
332,2015.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
332,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
332,2015.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
332,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
332,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
333,2014.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0
333,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
333,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
333,2014.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0
333,2014.0,6.0,2,0,0,2,0,0,0,0,0,0,0,1,1
333,2014.0,8.0,2,0,0,2,0,0,0,0,0,0,0,1,1
333,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
333,2015.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0
333,2016.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
333,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
334,2014.0,1.0,2,0,0,2,0,0,0,0,0,0,0,0,2
334,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
334,2014.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0
334,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
334,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
334,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
334,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2014.0,2.0,4,1,0,3,0,0,0,0,1,1,0,1,1
335,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2014.0,4.0,4,0,0,4,0,0,0,0,0,0,0,3,1
335,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2014.0,6.0,2,0,0,2,0,0,0,0,0,0,0,0,2
335,2014.0,7.0,2,0,0,2,0,0,0,0,0,0,0,0,2
335,2014.0,8.0,3,0,0,3,0,0,0,0,0,0,0,0,3
335,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
335,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
335,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2015.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0
335,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
335,2015.0,12.0,1,0,1,0,0,1,0,0,0,0,0,0,0
335,2016.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
335,2016.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2016.0,5.0,2,0,0,2,0,0,0,0,0,0,0,1,1
335,2016.0,6.0,2,0,0,2,0,0,0,0,0,0,0,0,2
335,2016.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2016.0,10.0,4,0,0,4,0,0,0,0,0,0,0,1,3
335,2016.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2017.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
335,2017.0,5.0,2,0,0,2,0,1,0,0,0,0,0,0,1
336,2013.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2014.0,2.0,3,0,0,3,0,0,0,0,1,0,0,2,0
336,2014.0,4.0,2,0,0,2,0,0,0,0,0,0,0,2,0
336,2014.0,5.0,3,0,0,3,0,0,0,0,0,0,0,3,0
336,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2014.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0
336,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2016.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2016.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2016.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2016.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2016.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
336,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2016.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
336,2017.0,5.0,2,0,0,2,0,0,0,0,0,0,0,2,0
337,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
337,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
337,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
337,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
337,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
337,2016.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
337,2016.0,11.0,2,0,0,2,0,0,0,0,0,0,0,1,1
338,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
338,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
338,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
338,2014.0,10.0,2,0,0,2,0,0,0,0,0,1,0,0,1
338,2014.0,11.0,2,0,0,2,0,0,0,0,0,0,0,1,1
338,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
338,2015.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
338,2015.0,7.0,2,0,0,2,0,0,0,0,1,0,0,0,1
338,2015.0,8.0,2,0,0,2,0,0,0,0,0,0,0,1,1
338,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
338,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
338,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
338,2016.0,2.0,2,0,0,2,0,0,0,0,0,0,0,0,2
338,2016.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
338,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
339,2014.0,2.0,2,0,0,2,0,0,0,0,1,0,0,1,0
339,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
339,2014.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
339,2014.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1
339,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
339,2014.0,11.0,3,0,1,2,0,1,0,0,0,0,0,1,1
339,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
339,2015.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
339,2015.0,5.0,3,0,0,3,0,0,0,0,0,0,0,3,0
339,2015.0,7.0,2,0,0,2,0,0,0,0,1,0,0,0,1
339,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
339,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
339,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
339,2016.0,5.0,2,0,0,2,0,0,0,0,0,0,0,2,0
339,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
340,2014.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0
340,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,2014.0,1.0,4,0,0,4,0,0,0,0,0,0,0,4,0
341,2014.0,3.0,5,0,0,5,0,0,0,0,0,0,0,5,0
341,2014.0,4.0,5,0,0,5,0,0,0,0,0,0,0,5,0
341,2014.0,5.0,5,0,0,5,0,0,0,0,0,0,0,5,0
341,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,2014.0,7.0,2,0,0,2,0,0,0,0,0,0,0,2,0
341,2014.0,8.0,2,0,0,2,0,0,0,0,0,0,0,2,0
341,2014.0,9.0,3,0,0,3,0,0,0,0,0,0,0,2,1
341,2014.0,10.0,2,0,0,2,0,0,0,0,0,0,0,2,0
341,2014.0,11.0,7,0,0,7,0,0,0,0,0,0,0,7,0
341,2014.0,12.0,4,0,0,4,0,0,0,0,0,0,0,4,0
341,2015.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
341,2015.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0
341,2015.0,5.0,4,0,0,4,0,0,0,0,0,0,0,4,0
341,2015.0,6.0,2,0,0,2,0,0,0,0,0,0,0,2,0
341,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,2015.0,9.0,3,0,0,3,0,0,0,0,0,0,0,3,0
341,2015.0,10.0,2,0,0,2,0,0,0,0,0,0,0,2,0
341,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,2016.0,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,2016.0,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0
341,2016.0,4.0,2,0,0,2,0,0,0,0,0,0,0,2,0
341,2016.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,2016.0,6.0,2,0,0,2,0,0,0,0,0,0,0,1,1
341,2016.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
341,2016.0,10.0,5,0,0,5,0,0,0,0,1,0,0,4,0
341,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2014.0,1.0,7,0,0,7,0,0,0,0,0,0,0,7,0
342,2014.0,2.0,2,0,0,2,0,0,0,0,0,0,0,2,0
342,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2014.0,4.0,3,0,0,3,0,0,0,0,0,0,0,3,0
342,2014.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
342,2014.0,8.0,2,1,0,1,0,1,0,0,0,0,0,1,0
342,2014.0,9.0,4,0,0,4,0,0,0,0,0,0,0,3,1
342,2014.0,10.0,3,0,0,3,0,0,0,0,0,0,0,3,0
342,2014.0,11.0,2,0,0,2,0,0,0,0,0,0,0,2,0
342,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2015.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0
342,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
342,2016.0,10.0,2,0,0,2,0,0,0,0,0,0,0,2,0
342,2016.0,11.0,2,0,0,2,0,0,0,0,0,0,0,2,0
342,2017.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,2014.0,1.0,4,0,0,4,0,0,0,0,1,1,0,1,1
343,2014.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0
343,2014.0,5.0,2,0,0,2,0,0,0,0,1,0,0,0,1
343,2014.0,7.0,1,0,0,1,0,0,0,0,1,0,0,0,0
343,2014.0,9.0,2,0,0,2,0,0,0,0,0,0,0,2,0
343,2014.0,10.0,3,0,0,3,0,0,0,0,0,0,0,3,0
343,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
343,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,1,0,0
343,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,2015.0,11.0,1,0,0,1,0,0,0,0,1,0,0,0,0
343,2016.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1
343,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,2016.0,3.0,2,0,0,2,0,0,0,0,1,0,0,1,0
343,2016.0,7.0,2,1,0,1,0,0,1,0,0,1,0,0,0
343,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
343,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
344,2014.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1
344,2015.0,9.0,2,0,0,2,0,0,0,0,0,0,0,1,1
344,2016.0,2.0,3,0,0,3,0,0,0,0,0,0,0,0,3
344,2016.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0
344,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1
344,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
344,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
344,2017.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
345,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
345,2014.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0
345,2014.0,5.0,3,0,1,2,0,1,0,0,0,1,0,1,0
345,2014.0,6.0,2,0,0,2,0,0,0,0,0,0,0,1,1
345,2014.0,7.0,2,0,0,2,0,0,0,0,0,0,0,2,0
345,2014.0,9.0,2,0,0,2,0,0,0,0,0,0,0,0,2
345,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
345,2015.0,1.0,2,0,0,2,0,0,1,0,0,0,0,1,0
345,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0
345,2015.0,5.0,1,0,0,1,0,0,1,0,0,0,0,0,0
345,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
345,2015.0,7.0,2,0,0,2,0,0,1,0,1,0,0,0,0
345,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
345,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
345,2016.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
345,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
345,2016.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,1
345,2016.0,6.0,3,1,0,2,0,0,0,0,0,1,0,1,1
345,2016.0,7.0,3,1,0,2,0,0,0,0,0,1,0,1,1
345,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,1
345,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1
345,2016.0,12.0,1,0,1,0,0,1,0,0,0,0,0,0,0
346,2014.0,1.0,2,0,0,2,0,0,0,0,0,0,0,1,1
346,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
346,2014.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0
346,2014.0,6.0,2,0,0,2,0,0,0,0,0,0,0,1,1
346,2014.0,8.0,1,0,0,1,0,0,1,0,0,0,0,0,0
346,2014.0,10.0,1,1,0,0,0,0,0,0,0,1,0,0,0
346,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,1
346,2015.0,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0
346,2015.0,4.0,1,0,0,1,0,0,0,0,0,0,0,1,0
346,2015.0,5.0,2,0,0,2,0,0,0,0,0,0,0,2,0
346,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
346,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0
346,2015.0,9.0,2,0,0,2,0,0,1,0,0,0,0,1,0
346,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,0,0,1
346,2016.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0
346,2016.0,3.0,1,0,0,1,0,0,1,0,0,0,0,0,0
346,2016.0,7.0,2,0,0,2,0,0,1,0,0,0,0,0,1
346,2016.0,9.0,2,0,0,2,0,0,2,0,0,0,0,0,0
346,2016.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
346,2017.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1
347,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
347,2014.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1
347,2014.0,10.0,1,1,0,0,0,0,0,0,0,1,0,0,0
347,2014.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
348,2014.0,1.0,2,0,0,2,0,0,0,0,0,0,0,1,1
348,2014.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1
348,2014.0,6.0,1,0,0,1,0,0,0,0,0,0,0,1,0
348,2014.0,7.0,3,0,0,3,0,0,0,0,0,0,0,2,1
348,2014.0,8.0,3,0,0,3,0,0,1,0,0,0,0,2,0
348,2014.0,10.0,1,0,0,1,0,1,0,0,0,0,0,0,0
348,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
348,2015.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0
348,2015.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0
348,2015.0,6.0,2,0,0,2,0,0,1,0,0,0,0,1,0
348,2015.0,7.0,2,0,0,2,0,0,1,0,0,0,0,1,0
348,2015.0,8.0,3,1,0,2,0,1,0,0,0,0,0,1,1
348,2015.0,9.0,2,0,0,2,0,0,0,0,0,0,0,2,0
348,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0
348,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,1,0
348,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
348,2016.0,4.0,3,0,0,3,0,0,1,0,0,0,0,2,0
348,2016.0,5.0,2,0,0,2,0,0,0,0,0,0,0,2,0
348,2016.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0
348,2016.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
349,2014.0,1.0,4,0,0,4,0,0,0,0,0,0,0,4,0
349,2014.0,2.0,3,0,0,3,0,0,0,0,0,0,0,2,1
349,2014.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0
349,2014.0,4.0,2,0,0,2,0,0,0,0,0,0,0,2,0
349,2014.0,6.0,2,0,0,2,0,0,1,0,0,0,0,1,0
349,2014.0,7.0,3,0,1,2,0,1,0,0,0,0,0,2,0
349,2014.0,9.0,1,0,0,1,0,0,0,0,0,0,0,1,0
349,2014.0,10.0,3,0,0,3,0,1,0,0,0,0,0,1,1
349,2014.0,11.0,1,0,0,1,0,0,0,0,0,0,0,1,0
349,2014.0,12.0,1,0,0,1,0,0,0,0,1,0,0,0,0
349,2015.0,1.0,3,0,0,3,0,0,0,0,0,0,0,3,0
