index_seg,YEAR,MONTH,v0_total,USERTYPE_Biker,USERTYPE_Car Driver,USERTYPE_Pedestrian,REQUESTTYPE_Accessibility Issue,REQUESTTYPE_Blocking the bikebox,REQUESTTYPE_Blocking the crosswalk,REQUESTTYPE_Cyclist behavior,REQUESTTYPE_Double parking,REQUESTTYPE_Failure to stop for pedestrians,REQUESTTYPE_Jaywalking,REQUESTTYPE_Long distance to cross,REQUESTTYPE_Long wait to cross,REQUESTTYPE_Not enough time to cross,REQUESTTYPE_Other Biking Issue,REQUESTTYPE_Other Driving Issue,REQUESTTYPE_Other Walking Issue,REQUESTTYPE_Poor visibility,REQUESTTYPE_Red light running,REQUESTTYPE_Speeding,REQUESTTYPE_Stop sign running
5401,2015.0,9.0,4,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5401,2015.0,11.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5401,2016.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5401,2017.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5402,2015.0,6.0,4,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0
5402,2015.0,7.0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5402,2015.0,8.0,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
5402,2015.0,9.0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5402,2015.0,11.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5402,2016.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5402,2017.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5403,2015.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5403,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5403,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5403,2016.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5404,2015.0,6.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5404,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5405,2015.0,7.0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
5405,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5406,2015.0,7.0,3,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5406,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5407,2015.0,6.0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5407,2015.0,7.0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5407,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5407,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5407,2015.0,12.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5407,2016.0,10.0,4,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
5407,2017.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5408,2015.0,7.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5408,2015.0,8.0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5408,2016.0,10.0,4,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5409,2016.0,10.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,2015.0,7.0,4,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5412,2015.0,7.0,3,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5413,2015.0,7.0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5417,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5417,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5418,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5418,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5421,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5422,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5422,2015.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5422,2015.0,12.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5422,2016.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5423,2017.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5424,2017.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5425,2017.0,3.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5426,2017.0,3.0,4,0,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
5429,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5430,2015.0,12.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5431,2015.0,12.0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5432,2015.0,12.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5435,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5437,2016.0,10.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5442,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5443,2016.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5452,2015.0,6.0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5452,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5452,2015.0,8.0,3,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
5453,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5453,2015.0,8.0,3,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
5454,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5454,2015.0,8.0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5455,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5456,2015.0,6.0,3,1,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
5456,2015.0,8.0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5457,2015.0,6.0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
5457,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5457,2015.0,8.0,3,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
5458,2015.0,6.0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
5458,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5458,2015.0,8.0,4,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
5459,2015.0,6.0,4,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0
5459,2015.0,8.0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5462,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5463,2015.0,7.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5464,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5465,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5466,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5467,2015.0,7.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
5468,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5469,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5470,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5473,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5491,2015.0,12.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
5492,2015.0,12.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
5493,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5494,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5501,2015.0,7.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5501,2016.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5502,2015.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5503,2015.0,7.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5509,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5510,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5510,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5513,2015.0,7.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5514,2015.0,7.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5515,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5516,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5521,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5525,2015.0,7.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5525,2015.0,8.0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5525,2016.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5525,2016.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5526,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5526,2016.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5526,2016.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5528,2015.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5529,2015.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5533,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5540,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5549,2015.0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5557,2015.0,12.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5558,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5563,2015.0,7.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5564,2015.0,7.0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5565,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5568,2015.0,6.0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5568,2015.0,7.0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
5568,2015.0,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5569,2015.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5580,2015.0,8.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5580,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5581,2015.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5581,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5581,2016.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5583,2015.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5584,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5584,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5584,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5586,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5601,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5603,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5604,2015.0,7.0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5614,2015.0,7.0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5614,2016.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5615,2015.0,6.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5615,2015.0,7.0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5615,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5616,2015.0,6.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5616,2015.0,8.0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5617,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5617,2016.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5618,2015.0,7.0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5619,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5620,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5626,2015.0,7.0,3,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
5626,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5627,2015.0,7.0,3,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
5640,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5644,2015.0,8.0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5645,2015.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5646,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5647,2015.0,7.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5648,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5658,2015.0,7.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5661,2015.0,7.0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5662,2015.0,7.0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5663,2015.0,7.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5664,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5664,2015.0,7.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5665,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5665,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5665,2015.0,8.0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5665,2015.0,12.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5666,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5667,2016.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5668,2016.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5670,2015.0,7.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5670,2016.0,11.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5670,2017.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5671,2015.0,7.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5671,2016.0,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5671,2017.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5674,2015.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5674,2015.0,7.0,6,4,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,0,0
5674,2015.0,8.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5675,2015.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5675,2015.0,7.0,6,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0
5676,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5681,2017.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5684,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5691,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5694,2015.0,6.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5694,2015.0,7.0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5695,2015.0,7.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5695,2015.0,8.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5696,2015.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5696,2015.0,8.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5697,2015.0,7.0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5698,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5701,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5703,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5704,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5704,2015.0,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5705,2015.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5705,2015.0,11.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5706,2015.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5706,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5707,2016.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5709,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5709,2015.0,9.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5710,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5711,2015.0,11.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5712,2016.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5716,2015.0,8.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5716,2015.0,9.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5717,2015.0,7.0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5718,2015.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5719,2015.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5719,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5719,2015.0,8.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5719,2017.0,3.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5722,2015.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5723,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5724,2015.0,7.0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5725,2015.0,6.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5725,2015.0,7.0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5725,2015.0,8.0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5726,2015.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5726,2015.0,7.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5727,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5728,2015.0,7.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5729,2015.0,7.0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
5730,2015.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5732,2015.0,9.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5733,2015.0,9.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5734,2015.0,7.0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5735,2015.0,7.0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5736,2015.0,9.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5742,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5747,2015.0,7.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5748,2015.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5748,2015.0,7.0,4,3,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
5749,2015.0,7.0,4,3,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
5749,2015.0,8.0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5749,2015.0,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5750,2015.0,7.0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5750,2015.0,8.0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5750,2015.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5751,2015.0,7.0,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
5752,2015.0,7.0,4,1,0,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5752,2015.0,8.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5753,2015.0,6.0,5,4,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
5753,2015.0,7.0,4,0,0,4,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
5753,2015.0,8.0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5754,2015.0,6.0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
5754,2015.0,7.0,5,2,0,3,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0
5755,2015.0,7.0,6,2,0,4,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0
5755,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5756,2015.0,7.0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5756,2015.0,12.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
