index_seg,d_auth_score_SgAsNd,d_btw_cntr_SgAsNd,d_clo_cntr_SgAsNd,d_far_cntr_SgAsNd,d_hub_score_SgAsNd,d_in_deg_SgAsNd,d_node_ecc_SgAsNd,d_out_deg_SgAsNd,d_page_rank_SgAsNd,ud_art_pt_SgAsNd,ud_auth_score_SgAsNd,ud_bridge_SgAsNd,ud_btw_cntr_SgAsNd,ud_clo_cntr_SgAsNd,ud_deg_cntr_SgAsNd,ud_eig_cntr_SgAsNd,ud_far_cntr_SgAsNd,ud_hub_score_SgAsNd,ud_node_ecc_SgAsNd,ud_page_rank_SgAsNd
633,0.000553279885115,42542.8103145,0.0247427169256,40.4159334242,0.000496277591856,0.000369904564622,92.0,0.000369904564622,7.06759624622e-05,,5.47126844017e-07,,40036.7548139,0.0257610800397,0.000369904564622,1.16912407947e-08,38.8182482434,4.18993941502e-07,90.0,6.90254130606e-05
634,0.00100115565746,70223.163485,0.0246586121752,40.5537827066,0.000905455325591,0.000443885477547,92.0,0.000443885477547,8.42594909127e-05,,4.87603992129e-07,,60000.4501436,0.0254644684571,0.000443885477547,8.46988837255e-09,39.2704054154,3.67588147686e-07,91.0,8.02282997738e-05
635,0.00182691527008,92738.1619506,0.0251853243539,39.7056629468,0.0016656761668,0.000443885477547,91.0,0.000443885477547,8.05690241923e-05,,6.57695586371e-07,,79576.9878508,0.0259132344769,0.000443885477547,9.98364379632e-09,38.5903195871,4.92908669834e-07,90.0,7.86932686243e-05
636,0.00320867880608,90408.9804632,0.0257617692142,38.8172097842,0.00294626064403,0.000443885477547,90.0,0.000443885477547,7.78624133666e-05,,1.05827643498e-06,,86519.3595699,0.0265247881941,0.000443885477547,1.5607873177e-08,37.7005837966,7.94158641954e-07,89.0,7.68135036937e-05
637,0.00526002352086,123807.579877,0.0261957121237,38.1741864958,0.00485817956137,0.000443885477547,90.0,0.000443885477547,7.671837263e-05,,1.67149777127e-06,,119166.109347,0.0269848217539,0.000443885477547,2.45729252868e-08,37.0578693875,1.25720776039e-06,89.0,7.59014765543e-05
638,0.00822074243936,164884.687012,0.0264900820076,37.749977509,0.00762386987318,0.000443885477547,90.0,0.000443885477547,7.64757814107e-05,,2.54994576578e-06,,153498.108836,0.0272991559462,0.000443885477547,3.7363965819e-08,36.6311691823,1.92090294995e-06,89.0,7.55714823472e-05
639,0.0133113927191,232508.929204,0.0268449230857,37.2509914373,0.012376884396,0.000443885477547,90.0,0.000443885477547,7.60619144278e-05,,4.0674332357e-06,,219396.22648,0.0276542498397,0.000443885477547,5.93360249028e-08,36.1608073188,3.06647371051e-06,89.0,7.45613534854e-05
640,0.0140114588874,431763.828807,0.0267530966041,37.3788505607,0.0130286805049,0.000443885477547,90.0,0.000443885477547,7.81847635892e-05,,4.3159533043e-06,,425397.41429,0.0275680997044,0.000443885477547,6.27144784693e-08,36.2738096104,3.25351411652e-06,89.0,7.42370022369e-05
641,0.00898456893436,403925.253465,0.0263103489053,38.0078578052,0.00837934063745,0.000443885477547,91.0,0.000443885477547,8.50337753242e-05,,2.90176103298e-06,,350826.089995,0.0270855888874,0.000443885477547,4.16900217095e-08,36.9200021516,2.18443780478e-06,90.0,7.5170846728e-05
642,0.00571697721626,472336.625688,0.0257733524542,38.7997642828,0.00533469927611,0.000517866390471,92.0,0.000517866390471,0.000100336972121,,2.00302516424e-06,,433874.598751,0.0265185938177,0.000517866390471,2.78011024628e-08,37.7093901311,1.50200208616e-06,91.0,8.68016060215e-05
643,0.00330900732139,382343.877021,0.025261072472,39.5866011275,0.0030658748534,0.000517866390471,93.0,0.000517866390471,0.000107474667727,,1.250894073e-06,,354528.579906,0.0259807433263,0.000517866390471,1.66879111007e-08,38.4900457789,9.33953765273e-07,92.0,8.86638961839e-05
644,0.00111533751454,27350.7949321,0.0251260687634,39.7993020482,0.00103534809542,0.000369904564622,93.0,0.000369904564622,8.11862577692e-05,,5.28852462664e-07,,36285.1424256,0.0258621520264,0.000443885477547,6.75579801545e-09,38.6665424819,3.92949771504e-07,92.0,8.13558904111e-05
645,0.000304308449903,6328.60125534,0.0245851220245,40.6750065752,0.000279099484705,0.000369904564622,94.0,0.000369904564622,7.73540267567e-05,,2.29813888852e-07,,5207.6796991,0.0252750937476,0.000443885477547,2.74804204712e-09,39.5646405899,1.69514178561e-07,93.0,8.36932622149e-05
646,0.000128856063117,295357.724658,0.0245050826221,40.8078607781,0.000117111561834,0.000369904564622,94.0,0.000369904564622,7.86446245443e-05,,9.8720536267e-08,,310826.540454,0.0252091282972,0.000369904564622,1.06936813546e-09,39.6681705218,7.20522133162e-08,93.0,7.20004757466e-05
647,9.03559306756e-06,112595.773225,0.028561998489,35.011555665,7.87441760242e-06,0.000369904564622,69.0,0.000443885477547,7.23711752091e-05,,1.15993896836e-07,,32538.6588153,0.0320263365738,0.000443885477547,1.24282499373e-09,31.2243018397,8.10549044866e-08,68.0,8.28777096407e-05
648,1.47056724162e-05,80013.3234712,0.0281236896447,35.5572121807,1.22815984744e-05,0.000369904564622,70.0,0.000443885477547,6.73149963616e-05,,1.74673859475e-07,,29883.5418832,0.0311794817093,0.000443885477547,1.30024900629e-09,32.0723740479,1.22002345844e-07,69.0,7.95993655747e-05
649,2.00082503729e-05,79149.105734,0.0280301258116,35.6759012328,1.5365299039e-05,0.000443885477547,70.0,0.000443885477547,8.39426790994e-05,,2.12822482375e-07,,28467.7243725,0.0306665493289,0.000443885477547,1.59766071473e-09,32.6088204211,1.48769406131e-07,69.0,7.86869479891e-05
650,1.81010254117e-05,111655.754963,0.0282585430506,35.387528586,1.42250659617e-05,0.000443885477547,70.0,0.000443885477547,9.18412679725e-05,,2.42789047286e-07,,65126.6445268,0.0307512710721,0.000443885477547,2.95447578733e-09,32.5189810092,1.70146695094e-07,70.0,7.76583952023e-05
651,1.00921722849e-05,52835.1170059,0.0281505454454,35.5232903724,7.97213965665e-06,0.000369904564622,71.0,0.000369904564622,7.92147695196e-05,,2.49602895815e-07,,18592.4073736,0.0305268158314,0.000443885477547,3.81001857472e-09,32.7580840898,1.75172725344e-07,70.0,7.72345164328e-05
652,3.23226844744e-06,60730.6220723,0.0283637133525,35.2563145584,2.47845171361e-06,0.000295923651698,71.0,0.000295923651698,6.68721709287e-05,,2.28283038783e-07,,26517.1063932,0.0303461075238,0.000443885477547,3.72028946404e-09,32.9531554983,1.60204966964e-07,70.0,7.77448575463e-05
653,1.77168191822e-06,66227.8289932,0.0285956714742,34.9703276211,1.38003994545e-06,0.000369904564622,72.0,0.000369904564622,9.18588157975e-05,,2.10171980882e-07,,25272.1033506,0.0306049425768,0.000443885477547,4.17246635121e-09,32.674460914,1.47577364138e-07,71.0,7.78836781509e-05
