index_seg,poi_total,crash_total,311_total,311_total_not_parking_meter,v0_total,crime_total,moving_total,parking_total,crime_total_neighbor
11661,1.0,3.0,3.0,0.0,0.0,225.0,3.0,103.0,207.625
11662,1.0,3.0,1.0,0.0,0.0,181.0,1.0,7.0,200.3333333333333
11663,2.0,7.719370860927152,6.0,0.0,0.0,14.0,160.36049058256683,603.3206537460227,18.666666666666668
11664,0.0,1.0,3.0,0.0,0.0,18.0,160.36049058256683,603.3206537460227,15.25
11665,5.0,11.0,33.0,0.0,1.0,273.0,19.0,58.0,185.5555555555556
11666,4.0,7.719370860927152,1.0,0.0,0.0,186.0,160.36049058256683,2.0,218.77777777777771
11667,2.0,2.0,30.0,0.0,1.0,39.0,160.36049058256683,33.0,47.25
11668,0.0,2.0,8.0,0.0,0.0,31.0,160.36049058256683,12.0,38.66666666666666
11669,1.0,1.0,13.0,0.0,0.0,32.0,160.36049058256683,29.0,36.5
11670,0.0,7.719370860927152,20.0,0.0,0.0,31.0,160.36049058256683,16.0,28.8
11671,0.0,7.719370860927152,25.0,0.0,0.0,31.0,3.0,2.0,21.285714285714285
11672,5.0,1.0,26.0,0.0,0.0,39.0,1.0,92.0,36.0
11673,4.0,3.0,28.0,0.0,1.0,72.0,33.670360110803315,182.0,64.2
11674,0.0,3.9464831804281344,19.0,0.0,0.0,24.0,33.670360110803315,5.0,24.0
11675,4.0,9.0,13.0,0.0,0.0,135.0,4.0,216.0,122.83333333333331
11676,4.0,4.0,12.0,0.0,0.0,100.0,1.0,45.0,130.5
11677,1.0,7.719370860927152,5.0,0.0,0.0,25.0,160.36049058256683,6.0,15.571428571428573
11678,1.0,7.719370860927152,4.0,0.0,0.0,13.0,160.36049058256683,6.0,16.142857142857142
11679,2.0,7.719370860927152,1.0,0.0,0.0,14.0,160.36049058256683,603.3206537460227,17.333333333333332
11680,3.0,7.719370860927152,5.0,0.0,0.0,6.0,160.36049058256683,603.3206537460227,9.8
11681,0.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,0.0
11682,3.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,0.0
11683,5.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,0.0
11684,0.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,5.0
11685,1.0,4.728971962616822,0.0,0.0,0.0,10.0,273.5555555555556,309.99152542372883,11.5
11686,4.0,4.728971962616822,0.0,0.0,0.0,15.0,273.5555555555556,309.99152542372883,15.4
11687,3.0,4.0,25.0,1.0,0.0,114.0,3.0,313.0,82.66666666666667
11688,7.0,8.0,29.0,0.0,1.0,121.0,10.0,6.0,109.5
11689,3.0,2.0,26.0,0.0,0.0,115.0,4.0,49.0,116.0
11690,7.0,3.0,30.0,0.0,0.0,165.0,3.0,250.0,178.8
11691,2.0,3.0,25.0,2.0,2.0,178.0,1.0,64.0,151.33333333333334
11692,1.0,4.0,7.0,1.0,2.0,100.0,2.0,603.3206537460227,110.5
11693,1.0,7.719370860927152,18.0,0.0,0.0,83.0,160.36049058256683,603.3206537460227,103.77777777777777
11694,1.0,7.719370860927152,23.0,0.0,0.0,84.0,160.36049058256683,603.3206537460227,100.77777777777777
11695,0.0,5.0,21.0,0.0,1.0,91.0,160.36049058256683,43.0,104.2
11696,2.0,5.0,14.0,0.0,3.0,107.0,160.36049058256683,46.0,112.625
11697,3.0,7.0,15.0,1.0,11.0,96.0,1.0,603.3206537460227,83.2
11698,5.0,4.0,9.0,1.0,5.0,52.0,2.0,3.0,74.57142857142857
11699,1.0,7.719370860927152,33.0,0.0,0.0,44.0,160.36049058256683,252.0,104.88888888888887
11700,2.0,1.0,9.0,0.0,0.0,219.0,4.0,134.0,167.2
11701,1.0,6.0,13.0,0.0,0.0,219.0,5.0,19.0,216.66666666666663
11702,0.0,6.0,6.0,0.0,0.0,158.0,18.0,7.0,208.38461538461544
11703,0.0,12.0,5.0,0.0,0.0,201.0,2.0,96.0,184.0
11704,0.0,2.0,29.0,0.0,0.0,129.0,4.0,170.0,173.85714285714286
11705,1.0,7.719370860927152,20.0,0.0,0.0,176.0,1.0,20.0,133.5
11706,5.0,3.0,7.0,0.0,0.0,153.0,2.0,4.0,158.0
11707,3.0,2.0,5.0,0.0,0.0,112.0,160.36049058256683,31.0,141.375
11708,8.0,13.0,14.0,0.0,0.0,346.0,7.0,927.0,166.0
11709,3.0,3.0,25.0,0.0,0.0,79.0,2.0,866.0,82.33333333333333
11710,1.0,7.719370860927152,15.0,0.0,0.0,60.0,160.36049058256683,603.3206537460227,56.85714285714285
11711,3.0,3.9464831804281344,2.0,0.0,0.0,143.0,33.670360110803315,445.0,146.66666666666666
11712,0.0,4.0,5.0,0.0,0.0,166.0,33.670360110803315,285.0,192.0
11713,2.0,7.0,12.0,0.0,0.0,102.0,1.0,17.0,114.0
11714,2.0,3.9464831804281344,1.0,0.0,0.0,3.0,33.670360110803315,255.05136612021855,6.666666666666668
11715,1.0,7.719370860927152,5.0,0.0,0.0,7.0,160.36049058256683,603.3206537460227,11.571428571428573
11716,0.0,7.719370860927152,2.0,0.0,0.0,15.0,160.36049058256683,4.0,12.714285714285715
11717,8.0,7.719370860927152,13.0,0.0,0.0,25.0,160.36049058256683,1.0,20.0
11718,8.0,7.719370860927152,6.0,0.0,1.0,5.0,160.36049058256683,603.3206537460227,14.25
11719,9.0,8.0,10.0,0.0,0.0,70.0,1.0,899.0,80.85714285714286
11720,3.0,15.0,18.0,0.0,0.0,105.0,13.0,349.0,100.42857142857143
11721,6.0,6.0,11.0,0.0,0.0,115.0,18.0,56.0,125.44444444444444
11722,15.0,13.0,50.0,0.0,1.0,370.0,6.0,433.0,207.0
11723,3.0,10.763688760806916,17.0,0.0,0.0,19.0,188.3599257884972,47.0,25.272727272727273
11724,7.0,6.0,14.0,0.0,0.0,26.0,188.3599257884972,5.0,30.11111111111111
11725,9.0,4.0,6.0,0.0,0.0,32.0,1.0,255.63957055214726,30.44444444444445
11726,2.0,10.763688760806916,11.0,0.0,0.0,58.0,188.3599257884972,63.0,56.875
11727,0.0,2.0,2.0,0.0,0.0,84.0,188.3599257884972,255.63957055214726,92.66666666666669
11728,1.0,4.0,10.0,0.0,0.0,135.0,188.3599257884972,6.0,107.9375
11729,2.0,1.0,3.0,0.0,0.0,162.0,188.3599257884972,3.0,111.42857142857143
11730,3.0,7.719370860927152,0.0,0.0,0.0,0.0,160.36049058256683,603.3206537460227,0.0
11731,3.0,8.0,38.0,0.0,0.0,116.0,19.0,23.0,130.1818181818182
11732,0.0,8.0,26.0,0.0,0.0,131.0,11.0,1.0,110.0
11733,0.0,13.851239669421489,5.0,0.0,0.0,51.0,548.8022121014964,500.7763157894737,95.5
11734,0.0,13.851239669421489,3.0,0.0,0.0,48.0,548.8022121014964,37.0,89.0
11735,0.0,7.0,10.0,0.0,0.0,81.0,1088.0,73.0,68.0
11736,0.0,5.0,10.0,0.0,0.0,65.0,3.0,28.0,84.75
11737,0.0,6.0,6.0,0.0,0.0,89.0,548.8022121014964,3.0,73.85714285714286
11738,5.0,30.0,41.0,0.0,0.0,74.0,4.0,71.0,56.85714285714285
11739,2.0,21.0,32.0,0.0,0.0,27.0,548.8022121014964,500.7763157894737,43.6
11740,1.0,7.719370860927152,16.0,0.0,0.0,67.0,160.36049058256683,313.0,61.66666666666666
11741,2.0,7.719370860927152,13.0,0.0,0.0,110.0,160.36049058256683,17.0,82.0
11742,0.0,7.719370860927152,4.0,0.0,0.0,87.0,160.36049058256683,32.0,75.53846153846153
11743,0.0,7.719370860927152,5.0,0.0,0.0,54.0,160.36049058256683,69.0,63.6
11744,0.0,7.719370860927152,14.0,0.0,0.0,48.0,160.36049058256683,22.0,61.0
11745,0.0,7.719370860927152,7.0,0.0,0.0,51.0,160.36049058256683,9.0,49.0
11746,3.0,2.0,2.0,1.0,0.0,118.0,1.0,1.0,144.5
11747,1.0,1.0,12.0,0.0,0.0,54.0,160.36049058256683,61.0,50.3
11748,0.0,1.0,15.0,0.0,0.0,68.0,160.36049058256683,33.0,58.55555555555557
11749,3.0,7.719370860927152,7.0,0.0,0.0,44.0,160.36049058256683,8.0,84.16666666666667
11750,11.0,10.0,43.0,0.0,1.0,206.0,8.0,159.0,192.8333333333333
11751,4.0,5.0,21.0,0.0,0.0,263.0,3.0,178.0,185.0
11752,5.0,6.0,15.0,0.0,0.0,209.0,20.0,33.0,191.14285714285717
11753,3.0,3.9464831804281344,27.0,0.0,0.0,138.0,33.670360110803315,147.0,95.7
11754,5.0,3.9464831804281344,9.0,0.0,0.0,50.0,33.670360110803315,13.0,47.875
11755,0.0,3.0,14.0,0.0,0.0,117.0,1.0,20.0,135.85714285714286
11756,12.0,3.0,52.0,1.0,6.0,67.0,1.0,534.0,112.25
11757,8.0,21.0,54.0,0.0,7.0,71.0,11.0,137.0,92.4
11758,6.0,23.0,32.0,0.0,4.0,61.0,245.0,603.3206537460227,76.66666666666667
11759,6.0,1.0,1.0,0.0,2.0,53.0,160.36049058256683,70.0,84.0
11760,3.0,3.0,9.0,0.0,5.0,70.0,160.36049058256683,603.3206537460227,94.16666666666669
11761,6.0,4.0,25.0,0.0,3.0,107.0,9.0,603.3206537460227,109.66666666666669
11762,6.0,6.0,18.0,0.0,1.0,105.0,1.0,90.0,109.0
11763,5.0,7.0,0.0,0.0,1.0,119.0,8.0,603.3206537460227,101.57142857142857
11764,0.0,1.0,26.0,0.0,0.0,85.0,235.0,79.0,92.66666666666669
11765,1.0,2.0,19.0,0.0,0.0,39.0,160.36049058256683,14.0,61.16666666666666
11766,1.0,5.0,23.0,0.0,0.0,91.0,160.36049058256683,334.0,74.0
11767,0.0,1.0,26.0,0.0,0.0,63.0,1.0,7.0,68.25
11768,1.0,11.0,22.0,2.0,0.0,70.0,160.36049058256683,6.0,65.5
11769,5.0,3.9464831804281344,8.0,0.0,0.0,36.0,33.670360110803315,16.0,52.75
11770,3.0,3.9464831804281344,4.0,0.0,0.0,29.0,33.670360110803315,255.05136612021855,40.333333333333336
11771,8.0,7.0,17.0,0.0,0.0,53.0,8.0,322.0,48.8
11772,2.0,6.0,61.0,0.0,0.0,71.0,4.0,36.0,63.0
11773,1.0,12.0,60.0,0.0,0.0,73.0,3.0,268.0,67.0
11774,2.0,1.0,10.0,0.0,0.0,41.0,160.36049058256683,107.0,41.55555555555557
11775,1.0,7.719370860927152,16.0,0.0,0.0,71.0,160.36049058256683,90.0,50.3
11776,0.0,7.719370860927152,33.0,0.0,0.0,63.0,160.36049058256683,603.3206537460227,57.0
11777,0.0,3.9464831804281344,3.0,0.0,0.0,58.0,33.670360110803315,41.0,55.0
11778,4.0,1.0,29.0,0.0,0.0,53.0,33.670360110803315,79.0,42.2
11779,2.0,3.0,7.0,0.0,0.0,119.0,33.670360110803315,63.0,106.85714285714286
11780,2.0,2.0,9.0,0.0,0.0,142.0,33.670360110803315,65.0,142.0
11781,4.0,2.0,8.0,0.0,0.0,154.0,18.0,156.0,141.57142857142858
11782,1.0,4.0,11.0,0.0,0.0,116.0,33.670360110803315,2.0,100.0
11783,6.0,26.0,44.0,0.0,0.0,236.0,3.0,93.0,168.57142857142858
11784,12.0,16.0,19.0,0.0,0.0,129.0,9.0,110.0,107.25
11785,9.0,7.0,35.0,0.0,0.0,94.0,3.0,219.0,109.0
11786,4.0,9.0,28.0,0.0,1.0,90.0,34.0,36.0,85.33333333333333
11787,4.0,16.0,16.0,0.0,0.0,74.0,9.0,86.0,77.6
11788,2.0,5.0,35.0,0.0,0.0,131.0,20.0,110.0,137.0
11789,4.0,4.0,8.0,0.0,2.0,122.0,1.0,1.0,92.25
11790,0.0,1.0,15.0,0.0,0.0,46.0,160.36049058256683,33.0,40.4
11791,5.0,2.0,16.0,0.0,0.0,141.0,1.0,126.0,82.16666666666667
11792,6.0,2.0,23.0,0.0,0.0,133.0,1.0,101.0,111.55555555555556
11793,4.0,2.0,11.0,0.0,0.0,95.0,1.0,2.0,123.5
11794,8.0,7.719370860927152,0.0,0.0,0.0,0.0,160.36049058256683,603.3206537460227,0.2631578947368421
11795,2.0,3.4166666666666665,0.0,0.0,0.0,0.0,4.0,77.0,0.0
11796,1.0,3.4166666666666665,0.0,0.0,0.0,0.0,4.0,77.0,0.06666666666666668
11797,2.0,7.719370860927152,0.0,0.0,0.0,0.0,160.36049058256683,603.3206537460227,0.0
11798,6.0,1.0,5.0,3.0,0.0,8.0,160.36049058256683,4.0,5.333333333333333
11799,11.0,7.719370860927152,15.0,11.0,0.0,6.0,160.36049058256683,80.0,6.0
11800,2.0,1.0,18.0,0.0,0.0,103.0,160.36049058256683,94.0,100.3
11801,2.0,3.4166666666666665,3.0,0.0,0.0,95.0,4.0,1.0,109.55555555555556
11802,0.0,8.654545454545454,0.0,0.0,0.0,91.0,11.051282051282053,27.24242424242424,105.3
11803,2.0,1.0,2.0,0.0,0.0,148.0,4.0,3.0,110.25
11804,0.0,8.654545454545454,0.0,0.0,0.0,91.0,11.051282051282053,27.24242424242424,105.3
11805,0.0,8.654545454545454,0.0,0.0,0.0,92.0,11.051282051282053,27.24242424242424,100.22222222222223
11806,6.0,13.851239669421489,0.0,0.0,0.0,0.0,548.8022121014964,500.7763157894737,1.0
11807,14.0,5.411764705882354,5.0,0.0,1.0,2.0,552.45,245.52777777777774,1.0
11808,0.0,12.0,0.0,0.0,0.0,0.0,33072.083333333336,138.71428571428572,13.333333333333336
11809,0.0,12.0,0.0,0.0,0.0,36.0,33072.083333333336,138.71428571428572,24.66666666666667
11810,0.0,6.0,0.0,0.0,0.0,223.0,33072.083333333336,138.71428571428572,97.5
11811,0.0,12.0,0.0,0.0,0.0,1.0,33072.083333333336,138.71428571428572,1.5
11812,0.0,12.0,0.0,0.0,0.0,37.0,33072.083333333336,138.71428571428572,1.3333333333333333
11813,0.0,12.0,0.0,0.0,0.0,0.0,33072.083333333336,138.71428571428572,0.0
11814,1.0,3.9464831804281344,1.0,0.0,0.0,89.0,1.0,7.0,79.41666666666667
11815,6.0,3.4166666666666665,2.0,0.0,0.0,64.0,1.0,9.0,73.8888888888889
11816,5.0,4.0,24.0,0.0,0.0,129.0,8.0,44.0,112.63636363636364
11817,0.0,3.9464831804281344,0.0,0.0,0.0,63.0,33.670360110803315,255.05136612021855,87.5
11818,0.0,3.9464831804281344,0.0,0.0,0.0,64.0,33.670360110803315,255.05136612021855,87.76923076923076
11819,5.0,13.0,16.0,0.0,1.0,87.0,44.0,500.7763157894737,193.5
11820,6.0,9.0,9.0,0.0,0.0,113.0,2.0,4.0,156.71428571428572
11821,4.0,7.0,9.0,0.0,0.0,125.0,1.0,48.0,121.75
11822,0.0,2.0,6.0,0.0,0.0,121.0,3.0,18.0,93.4
11823,0.0,3.4545454545454546,5.0,0.0,0.0,112.0,4.1951219512195115,133.65384615384616,125.0
11824,5.0,8.654545454545454,0.0,0.0,0.0,75.0,11.051282051282053,27.24242424242424,110.08333333333331
11825,17.0,8.654545454545454,0.0,0.0,0.0,90.0,11.051282051282053,27.24242424242424,0.0
11826,10.0,8.654545454545454,0.0,0.0,0.0,64.0,11.051282051282053,27.24242424242424,110.5
11827,6.0,2.0,11.0,1.0,1.0,99.0,11.051282051282053,27.24242424242424,130.0
11828,26.0,8.654545454545454,0.0,0.0,0.0,0.0,11.051282051282053,27.24242424242424,0.0
11829,8.0,8.654545454545454,0.0,0.0,0.0,0.0,11.051282051282053,27.24242424242424,0.0
11830,11.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,3.5
11831,0.0,1.0,55.0,0.0,0.0,62.0,2.1111111111111107,26.0,75.6
11832,0.0,2.4230769230769234,27.0,0.0,0.0,75.0,2.1111111111111107,11.0,83.75
11833,2.0,2.0,16.0,0.0,0.0,75.0,273.5555555555556,30.0,84.0
11834,0.0,1.0,2.0,0.0,0.0,74.0,273.5555555555556,22.0,88.84615384615385
11835,0.0,12.0,0.0,0.0,0.0,1.0,33072.083333333336,138.71428571428572,1.5
11836,4.0,10.763688760806916,0.0,0.0,0.0,1.0,188.3599257884972,255.63957055214726,0.6666666666666666
11837,3.0,10.763688760806916,0.0,0.0,0.0,1.0,188.3599257884972,255.63957055214726,1.5
11838,7.0,13.851239669421489,3.0,0.0,0.0,9.0,548.8022121014964,500.7763157894737,10.2
11839,7.0,13.851239669421489,12.0,0.0,0.0,11.0,548.8022121014964,500.7763157894737,10.666666666666666
11840,0.0,10.763688760806916,0.0,0.0,0.0,9.0,188.3599257884972,255.63957055214726,9.0
11841,1.0,3.9464831804281344,15.0,0.0,0.0,29.0,33.670360110803315,2.0,41.66666666666666
11842,0.0,7.719370860927152,0.0,0.0,0.0,34.0,160.36049058256683,603.3206537460227,28.88888888888889
11843,2.0,13.851239669421489,61.0,48.0,0.0,33.0,548.8022121014964,78.0,28.0
11844,2.0,13.851239669421489,6.0,0.0,0.0,31.0,548.8022121014964,3.0,31.375
11845,0.0,10.763688760806916,0.0,0.0,0.0,1.0,188.3599257884972,255.63957055214726,0.3333333333333333
11846,0.0,12.0,0.0,0.0,0.0,14.0,178661.0,138.71428571428572,0.0
11847,0.0,2.0,6.0,0.0,0.0,119.0,1.0,100.0,119.45454545454544
11848,0.0,3.9464831804281344,0.0,0.0,0.0,79.0,33.670360110803315,2.0,86.61538461538461
11849,4.0,6.0,3.0,0.0,0.0,146.0,1.0,38.0,167.88888888888889
11850,0.0,3.9464831804281344,0.0,0.0,0.0,79.0,33.670360110803315,255.05136612021855,98.53846153846152
11851,0.0,1.0,1.0,0.0,0.0,131.0,33.670360110803315,6.0,93.30769230769228
11852,0.0,4.728971962616822,4.0,0.0,0.0,110.0,273.5555555555556,9.0,118.8
11853,0.0,4.728971962616822,1.0,0.0,0.0,122.0,273.5555555555556,17.0,103.1818181818182
11854,1.0,1.0,5.0,0.0,0.0,122.0,2.0,90.0,117.875
11855,1.0,2.0,5.0,0.0,0.0,131.0,188.3599257884972,13.0,102.36363636363636
11856,0.0,3.0,6.0,0.0,0.0,110.0,1.0,11.0,118.33333333333331
11857,0.0,9.0,11.0,0.0,0.0,121.0,3.0,30.0,122.14285714285714
11858,1.0,10.763688760806916,30.0,0.0,0.0,63.0,188.3599257884972,14.0,84.08333333333333
11859,1.0,7.719370860927152,2.0,0.0,0.0,144.0,160.36049058256683,4.0,182.44444444444446
11860,0.0,1.0,0.0,0.0,0.0,123.0,4.0,11.0,188.5
11861,3.0,12.0,13.0,0.0,0.0,155.0,7.0,245.0,170.0
11862,28.0,3.0,10.0,0.0,0.0,246.0,26.0,83.0,152.25
11863,33.0,2.0,4.0,0.0,0.0,215.0,2.1111111111111107,65.0,185.25
11864,46.0,3.0,17.0,0.0,0.0,228.0,1.0,291.0,149.66666666666666
11865,4.0,7.0,10.0,0.0,0.0,63.0,4.0,38.0,44.714285714285715
11866,4.0,2.0,3.0,0.0,0.0,14.0,148.0,603.3206537460227,35.666666666666664
11867,7.0,19.0,18.0,0.0,0.0,1.0,188.3599257884972,255.63957055214726,1.0
11868,0.0,10.763688760806916,0.0,0.0,0.0,7.0,188.3599257884972,255.63957055214726,39.0
11869,0.0,10.763688760806916,0.0,0.0,0.0,1.0,188.3599257884972,255.63957055214726,0.5
11870,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
11871,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
11872,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
11873,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.25
11874,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,2.8571428571428568
11875,0.0,4.728971962616822,0.0,0.0,0.0,13.0,273.5555555555556,309.99152542372883,0.0
11876,0.0,4.728971962616822,0.0,0.0,0.0,85.0,273.5555555555556,309.99152542372883,86.0
11877,0.0,12.0,0.0,0.0,0.0,3.0,208.0,138.71428571428572,2.0
11878,0.0,12.0,0.0,0.0,0.0,4.0,33072.083333333336,138.71428571428572,3.0
11879,0.0,12.0,0.0,0.0,0.0,98.0,33072.083333333336,138.71428571428572,42.714285714285715
11880,0.0,3.0,5.0,0.0,0.0,140.0,1.0,6.0,134.5
11881,0.0,2.0,10.0,0.0,0.0,107.0,33.670360110803315,1.0,121.625
11882,7.0,13.0,36.0,0.0,0.0,201.0,26.0,66.0,157.0
11883,3.0,6.0,17.0,0.0,0.0,132.0,1.0,255.63957055214726,156.0
11884,3.0,5.0,12.0,0.0,0.0,89.0,1.0,148.0,140.0
11885,1.0,1.0,20.0,0.0,0.0,39.0,3.0,93.0,94.85714285714286
11886,25.0,17.0,411.0,397.0,0.0,183.0,22.0,4221.0,221.125
11887,28.0,14.0,58.0,42.0,1.0,214.0,160.36049058256683,6.0,338.75
11888,6.0,1.0,12.0,10.0,0.0,169.0,33.670360110803315,11.0,290.1111111111111
11889,2.0,7.719370860927152,12.0,0.0,0.0,12.0,160.36049058256683,603.3206537460227,15.2
11890,2.0,7.719370860927152,9.0,0.0,0.0,11.0,160.36049058256683,603.3206537460227,15.4
11891,3.0,7.719370860927152,11.0,0.0,0.0,21.0,160.36049058256683,8.0,17.875
11892,0.0,7.719370860927152,10.0,0.0,0.0,16.0,160.36049058256683,43.0,39.833333333333336
11893,0.0,7.719370860927152,2.0,0.0,0.0,42.0,160.36049058256683,6.0,28.42857142857143
11894,0.0,2.4230769230769234,0.0,0.0,0.0,17.0,2.1111111111111107,16.185185185185187,31.16666666666667
11895,2.0,3.9464831804281344,2.0,0.0,0.0,18.0,33.670360110803315,11.0,33.833333333333336
11896,0.0,3.9464831804281344,5.0,0.0,0.0,21.0,33.670360110803315,12.0,34.57142857142857
11897,4.0,4.0,13.0,0.0,0.0,70.0,12.0,5.0,25.66666666666667
11898,4.0,2.0,4.0,0.0,0.0,63.0,5.0,68.0,130.33333333333334
11899,2.0,1.0,4.0,0.0,0.0,66.0,273.5555555555556,309.99152542372883,69.6
11900,0.0,4.728971962616822,0.0,0.0,0.0,19.0,273.5555555555556,309.99152542372883,34.857142857142854
11901,0.0,4.728971962616822,2.0,0.0,0.0,42.0,273.5555555555556,309.99152542372883,30.16666666666667
11902,0.0,4.728971962616822,2.0,0.0,0.0,11.0,273.5555555555556,309.99152542372883,36.25
11903,0.0,3.9464831804281344,3.0,0.0,0.0,16.0,33.670360110803315,255.05136612021855,34.857142857142854
11904,0.0,2.0,3.0,0.0,0.0,76.0,160.36049058256683,4.0,68.0
11905,0.0,32.0,0.0,0.0,0.0,614.0,52780.0,138.71428571428572,70.8
11906,0.0,12.0,0.0,0.0,0.0,1.0,33072.083333333336,138.71428571428572,2.0
11907,0.0,12.0,0.0,0.0,0.0,2.0,33072.083333333336,138.71428571428572,2.5
11908,0.0,12.0,0.0,0.0,0.0,124.0,33072.083333333336,138.71428571428572,29.25
11909,0.0,46.0,0.0,0.0,0.0,606.0,48462.0,138.71428571428572,99.71428571428572
11910,6.0,5.0,19.0,0.0,0.0,41.0,1.0,2.0,35.875
11911,5.0,4.0,8.0,1.0,0.0,36.0,548.8022121014964,500.7763157894737,44.25
11912,5.0,4.0,4.0,0.0,0.0,36.0,160.36049058256683,9.0,42.333333333333336
11913,7.0,13.851239669421489,0.0,0.0,0.0,1.0,548.8022121014964,500.7763157894737,1.25
11914,15.0,14.0,56.0,0.0,0.0,58.0,3.0,27.0,0.0
11915,0.0,3.4166666666666665,3.0,0.0,0.0,16.0,4.0,77.0,48.625
11916,0.0,3.4166666666666665,1.0,0.0,0.0,36.0,4.0,77.0,49.125
11917,1.0,7.719370860927152,0.0,0.0,0.0,66.0,160.36049058256683,603.3206537460227,42.0
11918,2.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,22.5
11919,5.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,16.0
11920,0.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,3.8
11921,0.0,4.728971962616822,0.0,0.0,0.0,3.0,273.5555555555556,309.99152542372883,9.2
11922,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.5
11923,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
11924,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
11925,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
11926,0.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,0.0
11927,0.0,8.654545454545454,0.0,0.0,0.0,0.0,11.051282051282053,27.24242424242424,0.0
11928,0.0,8.654545454545454,0.0,0.0,0.0,0.0,11.051282051282053,27.24242424242424,0.0
11929,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.3333333333333333
11930,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
11931,0.0,10.763688760806916,0.0,0.0,0.0,7.0,188.3599257884972,255.63957055214726,29.0
11932,0.0,10.763688760806916,0.0,0.0,0.0,33.0,188.3599257884972,255.63957055214726,41.5
11933,33.0,16.0,133.0,76.0,1.0,238.0,20.0,4137.0,151.0
11934,15.0,31.0,241.0,196.0,3.0,275.0,32.0,754.0,257.8888888888889
11935,10.0,13.0,166.0,132.0,2.0,250.0,160.36049058256683,603.3206537460227,264.625
11936,17.0,24.0,180.0,140.0,1.0,271.0,160.36049058256683,1170.0,222.57142857142856
11937,20.0,5.0,203.0,182.0,0.0,43.0,1.0,603.3206537460227,241.8
11938,42.0,36.0,286.0,205.0,4.0,417.0,6.0,1916.0,142.0
11939,3.0,2.4230769230769234,0.0,0.0,0.0,0.0,2.1111111111111107,16.185185185185187,0.0
11940,24.0,42.0,11.0,0.0,0.0,68.0,5.0,17.0,96.85714285714286
11941,18.0,37.0,38.0,0.0,6.0,20.0,1.0,255.63957055214726,0.0
11942,14.0,1.0,12.0,1.0,1.0,177.0,2.0,3.0,189.8
11943,13.0,1.0,21.0,3.0,2.0,176.0,548.8022121014964,2.0,207.78571428571428
11944,13.0,3.0,18.0,0.0,0.0,156.0,188.3599257884972,5467.0,177.0625
11945,19.0,9.0,75.0,22.0,0.0,230.0,5.0,103.0,232.88888888888889
11946,8.0,3.0,3.0,0.0,0.0,86.0,273.5555555555556,309.99152542372883,86.0
11947,15.0,7.719370860927152,17.0,12.0,0.0,26.0,2.0,1267.0,94.25
11948,0.0,3.0,0.0,0.0,0.0,39.0,3.0,2375.0,74.0
11949,0.0,6.0,0.0,0.0,0.0,136.0,10.0,56.0,121.42857142857143
11950,2.0,3.0,156.0,3.0,0.0,15.0,5.0,500.7763157894737,8.333333333333334
11951,0.0,26.0,0.0,0.0,0.0,91.0,6068.0,27.0,120.0
11952,0.0,35.0,0.0,0.0,0.0,38.0,49.0,68.0,100.0
11953,0.0,38.0,0.0,0.0,0.0,100.0,2.0,364.0,95.375
11954,0.0,33.0,0.0,0.0,0.0,31.0,160.36049058256683,17.0,0.0
11955,4.0,1.0,10.0,0.0,0.0,163.0,33.670360110803315,1.0,224.5
11956,0.0,8.654545454545454,0.0,0.0,0.0,68.0,11.051282051282053,27.24242424242424,48.5
11957,0.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,68.0
11958,0.0,4.728971962616822,0.0,0.0,0.0,0.0,273.5555555555556,309.99152542372883,0.0
11959,0.0,10.763688760806916,0.0,0.0,0.0,0.0,188.3599257884972,255.63957055214726,0.0
